####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 100
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 3.0 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 500 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 200 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 0.1
# Delta_0 (Do lech pha/Detuning)= 100 meV
# delta_t (Do rong xung laser) = 50 fs

####################################################################################################

#              t             N_e             N_h               P 
    2.360000e+02     1.814896e+00     1.814896e+00     4.710694e+00
    2.380000e+02     1.814896e+00     1.814896e+00     4.663821e+00
    2.400000e+02     1.814896e+00     1.814896e+00     4.617414e+00
    2.420000e+02     1.814896e+00     1.814896e+00     4.571469e+00
    2.440000e+02     1.814896e+00     1.814896e+00     4.525981e+00
    2.460000e+02     1.814896e+00     1.814896e+00     4.480946e+00
    2.480000e+02     1.814896e+00     1.814896e+00     4.436359e+00
    2.500000e+02     1.814896e+00     1.814896e+00     4.392216e+00
    2.520000e+02     1.814896e+00     1.814896e+00     4.348512e+00
    2.540000e+02     1.814896e+00     1.814896e+00     4.305243e+00
    2.560000e+02     1.814896e+00     1.814896e+00     4.262404e+00
    2.580000e+02     1.814896e+00     1.814896e+00     4.219992e+00
    2.600000e+02     1.814896e+00     1.814896e+00     4.178002e+00
    2.620000e+02     1.814896e+00     1.814896e+00     4.136430e+00
    2.640000e+02     1.814896e+00     1.814896e+00     4.095272e+00
    2.660000e+02     1.814896e+00     1.814896e+00     4.054523e+00
    2.680000e+02     1.814896e+00     1.814896e+00     4.014179e+00
    2.700000e+02     1.814896e+00     1.814896e+00     3.974238e+00
    2.720000e+02     1.814896e+00     1.814896e+00     3.934693e+00
    2.740000e+02     1.814896e+00     1.814896e+00     3.895542e+00
    2.760000e+02     1.814896e+00     1.814896e+00     3.856781e+00
    2.780000e+02     1.814896e+00     1.814896e+00     3.818405e+00
    2.800000e+02     1.814896e+00     1.814896e+00     3.780412e+00
    2.820000e+02     1.814896e+00     1.814896e+00     3.742796e+00
    2.840000e+02     1.814896e+00     1.814896e+00     3.705555e+00
    2.860000e+02     1.814896e+00     1.814896e+00     3.668684e+00
    2.880000e+02     1.814896e+00     1.814896e+00     3.632180e+00
    2.900000e+02     1.814896e+00     1.814896e+00     3.596040e+00
    2.920000e+02     1.814896e+00     1.814896e+00     3.560259e+00
    2.940000e+02     1.814896e+00     1.814896e+00     3.524834e+00
    2.960000e+02     1.814896e+00     1.814896e+00     3.489761e+00
    2.980000e+02     1.814896e+00     1.814896e+00     3.455038e+00
    3.000000e+02     1.814896e+00     1.814896e+00     3.420660e+00
    3.020000e+02     1.814896e+00     1.814896e+00     3.386624e+00
    3.040000e+02     1.814896e+00     1.814896e+00     3.352927e+00
    3.060000e+02     1.814896e+00     1.814896e+00     3.319565e+00
    3.080000e+02     1.814896e+00     1.814896e+00     3.286535e+00
    3.100000e+02     1.814896e+00     1.814896e+00     3.253834e+00
    3.120000e+02     1.814896e+00     1.814896e+00     3.221458e+00
    3.140000e+02     1.814896e+00     1.814896e+00     3.189404e+00
    3.160000e+02     1.814896e+00     1.814896e+00     3.157670e+00
    3.180000e+02     1.814896e+00     1.814896e+00     3.126251e+00
    3.200000e+02     1.814896e+00     1.814896e+00     3.095144e+00
    3.220000e+02     1.814896e+00     1.814896e+00     3.064348e+00
    3.240000e+02     1.814896e+00     1.814896e+00     3.033857e+00
    3.260000e+02     1.814896e+00     1.814896e+00     3.003670e+00
    3.280000e+02     1.814896e+00     1.814896e+00     2.973784e+00
    3.300000e+02     1.814896e+00     1.814896e+00     2.944194e+00
    3.320000e+02     1.814896e+00     1.814896e+00     2.914900e+00
    3.340000e+02     1.814896e+00     1.814896e+00     2.885896e+00
    3.360000e+02     1.814896e+00     1.814896e+00     2.857181e+00
    3.380000e+02     1.814896e+00     1.814896e+00     2.828752e+00
    3.400000e+02     1.814896e+00     1.814896e+00     2.800606e+00
    3.420000e+02     1.814896e+00     1.814896e+00     2.772740e+00
    3.440000e+02     1.814896e+00     1.814896e+00     2.745151e+00
    3.460000e+02     1.814896e+00     1.814896e+00     2.717837e+00
    3.480000e+02     1.814896e+00     1.814896e+00     2.690795e+00
    3.500000e+02     1.814896e+00     1.814896e+00     2.664021e+00
    3.520000e+02     1.814896e+00     1.814896e+00     2.637514e+00
    3.540000e+02     1.814896e+00     1.814896e+00     2.611271e+00
    3.560000e+02     1.814896e+00     1.814896e+00     2.585289e+00
    3.580000e+02     1.814896e+00     1.814896e+00     2.559565e+00
    3.600000e+02     1.814896e+00     1.814896e+00     2.534097e+00
    3.620000e+02     1.814896e+00     1.814896e+00     2.508883e+00
    3.640000e+02     1.814896e+00     1.814896e+00     2.483920e+00
    3.660000e+02     1.814896e+00     1.814896e+00     2.459205e+00
    3.680000e+02     1.814896e+00     1.814896e+00     2.434736e+00
    3.700000e+02     1.814896e+00     1.814896e+00     2.410510e+00
    3.720000e+02     1.814896e+00     1.814896e+00     2.386525e+00
    3.740000e+02     1.814896e+00     1.814896e+00     2.362780e+00
    3.760000e+02     1.814896e+00     1.814896e+00     2.339270e+00
    3.780000e+02     1.814896e+00     1.814896e+00     2.315994e+00
    3.800000e+02     1.814896e+00     1.814896e+00     2.292950e+00
    3.820000e+02     1.814896e+00     1.814896e+00     2.270135e+00
    3.840000e+02     1.814896e+00     1.814896e+00     2.247547e+00
    3.860000e+02     1.814896e+00     1.814896e+00     2.225184e+00
    3.880000e+02     1.814896e+00     1.814896e+00     2.203044e+00
    3.900000e+02     1.814896e+00     1.814896e+00     2.181123e+00
    3.920000e+02     1.814896e+00     1.814896e+00     2.159421e+00
    3.940000e+02     1.814896e+00     1.814896e+00     2.137935e+00
    3.960000e+02     1.814896e+00     1.814896e+00     2.116663e+00
    3.980000e+02     1.814896e+00     1.814896e+00     2.095602e+00
    4.000000e+02     1.814896e+00     1.814896e+00     2.074751e+00
    4.020000e+02     1.814896e+00     1.814896e+00     2.054107e+00
    4.040000e+02     1.814896e+00     1.814896e+00     2.033669e+00
    4.060000e+02     1.814896e+00     1.814896e+00     2.013434e+00
    4.080000e+02     1.814896e+00     1.814896e+00     1.993400e+00
    4.100000e+02     1.814896e+00     1.814896e+00     1.973566e+00
    4.120000e+02     1.814896e+00     1.814896e+00     1.953929e+00
    4.140000e+02     1.814896e+00     1.814896e+00     1.934487e+00
    4.160000e+02     1.814896e+00     1.814896e+00     1.915239e+00
    4.180000e+02     1.814896e+00     1.814896e+00     1.896182e+00
    4.200000e+02     1.814896e+00     1.814896e+00     1.877315e+00
    4.220000e+02     1.814896e+00     1.814896e+00     1.858636e+00
    4.240000e+02     1.814896e+00     1.814896e+00     1.840143e+00
    4.260000e+02     1.814896e+00     1.814896e+00     1.821833e+00
    4.280000e+02     1.814896e+00     1.814896e+00     1.803706e+00
    4.300000e+02     1.814896e+00     1.814896e+00     1.785759e+00
    4.320000e+02     1.814896e+00     1.814896e+00     1.767991e+00
    4.340000e+02     1.814896e+00     1.814896e+00     1.750399e+00
    4.360000e+02     1.814896e+00     1.814896e+00     1.732983e+00
    4.380000e+02     1.814896e+00     1.814896e+00     1.715740e+00
    4.400000e+02     1.814896e+00     1.814896e+00     1.698668e+00
    4.420000e+02     1.814896e+00     1.814896e+00     1.681767e+00
    4.440000e+02     1.814896e+00     1.814896e+00     1.665033e+00
    4.460000e+02     1.814896e+00     1.814896e+00     1.648466e+00
    4.480000e+02     1.814896e+00     1.814896e+00     1.632064e+00
    4.500000e+02     1.814896e+00     1.814896e+00     1.615825e+00
    4.520000e+02     1.814896e+00     1.814896e+00     1.599747e+00
    4.540000e+02     1.814896e+00     1.814896e+00     1.583830e+00
    4.560000e+02     1.814896e+00     1.814896e+00     1.568071e+00
    4.580000e+02     1.814896e+00     1.814896e+00     1.552468e+00
    4.600000e+02     1.814896e+00     1.814896e+00     1.537021e+00
    4.620000e+02     1.814896e+00     1.814896e+00     1.521728e+00
    4.640000e+02     1.814896e+00     1.814896e+00     1.506587e+00
    4.660000e+02     1.814896e+00     1.814896e+00     1.491596e+00
    4.680000e+02     1.814896e+00     1.814896e+00     1.476755e+00
    4.700000e+02     1.814896e+00     1.814896e+00     1.462061e+00
    4.720000e+02     1.814896e+00     1.814896e+00     1.447514e+00
    4.740000e+02     1.814896e+00     1.814896e+00     1.433111e+00
    4.760000e+02     1.814896e+00     1.814896e+00     1.418851e+00
    4.780000e+02     1.814896e+00     1.814896e+00     1.404734e+00
    4.800000e+02     1.814896e+00     1.814896e+00     1.390757e+00
    4.820000e+02     1.814896e+00     1.814896e+00     1.376919e+00
    4.840000e+02     1.814896e+00     1.814896e+00     1.363218e+00
    4.860000e+02     1.814896e+00     1.814896e+00     1.349654e+00
    4.880000e+02     1.814896e+00     1.814896e+00     1.336225e+00
    4.900000e+02     1.814896e+00     1.814896e+00     1.322930e+00
    4.920000e+02     1.814896e+00     1.814896e+00     1.309767e+00
    4.940000e+02     1.814896e+00     1.814896e+00     1.296735e+00
    4.960000e+02     1.814896e+00     1.814896e+00     1.283832e+00
    4.980000e+02     1.814896e+00     1.814896e+00     1.271058e+00
    5.000000e+02     1.814896e+00     1.814896e+00     1.258411e+00
