####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 100
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 3.0 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 500 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 200 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 2
# Delta_0 (Do lech pha/Detuning)= 30 meV
# delta_t (Do rong xung laser) = 25 fs

####################################################################################################

#              t             N_e             N_h               P 
    8.928571e+01     5.182692e+01     5.182692e+01     3.510865e+01
    9.128920e+01     5.182692e+01     5.182692e+01     3.472207e+01
    9.329268e+01     5.182692e+01     5.182692e+01     3.434245e+01
    9.529617e+01     5.182692e+01     5.182692e+01     3.396865e+01
    9.729965e+01     5.182692e+01     5.182692e+01     3.360000e+01
    9.930314e+01     5.182692e+01     5.182692e+01     3.323705e+01
    1.013066e+02     5.182692e+01     5.182692e+01     3.288093e+01
    1.033101e+02     5.182692e+01     5.182692e+01     3.253093e+01
    1.053136e+02     5.182692e+01     5.182692e+01     3.218642e+01
    1.073171e+02     5.182692e+01     5.182692e+01     3.184688e+01
    1.093206e+02     5.182692e+01     5.182692e+01     3.151183e+01
    1.113240e+02     5.182692e+01     5.182692e+01     3.118089e+01
    1.133275e+02     5.182692e+01     5.182692e+01     3.085384e+01
    1.153310e+02     5.182692e+01     5.182692e+01     3.053103e+01
    1.173345e+02     5.182692e+01     5.182692e+01     3.021279e+01
    1.193380e+02     5.182692e+01     5.182692e+01     2.989895e+01
    1.213415e+02     5.182692e+01     5.182692e+01     2.958921e+01
    1.233449e+02     5.182692e+01     5.182692e+01     2.928326e+01
    1.253484e+02     5.182692e+01     5.182692e+01     2.898072e+01
    1.273519e+02     5.182692e+01     5.182692e+01     2.868130e+01
    1.293554e+02     5.182692e+01     5.182692e+01     2.838504e+01
    1.313589e+02     5.182692e+01     5.182692e+01     2.809258e+01
    1.333624e+02     5.182692e+01     5.182692e+01     2.780388e+01
    1.353659e+02     5.182692e+01     5.182692e+01     2.751875e+01
    1.373693e+02     5.182692e+01     5.182692e+01     2.723689e+01
    1.393728e+02     5.182692e+01     5.182692e+01     2.695801e+01
    1.413763e+02     5.182692e+01     5.182692e+01     2.668185e+01
    1.433798e+02     5.182692e+01     5.182692e+01     2.640843e+01
    1.453833e+02     5.182692e+01     5.182692e+01     2.613835e+01
    1.473868e+02     5.182692e+01     5.182692e+01     2.587157e+01
    1.493902e+02     5.182692e+01     5.182692e+01     2.560793e+01
    1.513937e+02     5.182692e+01     5.182692e+01     2.534719e+01
    1.533972e+02     5.182692e+01     5.182692e+01     2.508911e+01
    1.554007e+02     5.182692e+01     5.182692e+01     2.483350e+01
    1.574042e+02     5.182692e+01     5.182692e+01     2.458045e+01
    1.594077e+02     5.182692e+01     5.182692e+01     2.433038e+01
    1.614111e+02     5.182692e+01     5.182692e+01     2.408325e+01
    1.634146e+02     5.182692e+01     5.182692e+01     2.383891e+01
    1.654181e+02     5.182692e+01     5.182692e+01     2.359715e+01
    1.674216e+02     5.182692e+01     5.182692e+01     2.335781e+01
    1.694251e+02     5.182692e+01     5.182692e+01     2.312077e+01
    1.714286e+02     5.182692e+01     5.182692e+01     2.288619e+01
    1.734321e+02     5.182692e+01     5.182692e+01     2.265429e+01
    1.754355e+02     5.182692e+01     5.182692e+01     2.242501e+01
    1.774390e+02     5.182692e+01     5.182692e+01     2.219821e+01
    1.794425e+02     5.182692e+01     5.182692e+01     2.197376e+01
    1.814460e+02     5.182692e+01     5.182692e+01     2.175153e+01
    1.834495e+02     5.182692e+01     5.182692e+01     2.153148e+01
    1.854530e+02     5.182692e+01     5.182692e+01     2.131377e+01
    1.874564e+02     5.182692e+01     5.182692e+01     2.109847e+01
    1.894599e+02     5.182692e+01     5.182692e+01     2.088552e+01
    1.914634e+02     5.182692e+01     5.182692e+01     2.067481e+01
    1.934669e+02     5.182692e+01     5.182692e+01     2.046624e+01
    1.954704e+02     5.182692e+01     5.182692e+01     2.025973e+01
    1.974739e+02     5.182692e+01     5.182692e+01     2.005530e+01
    1.994774e+02     5.182692e+01     5.182692e+01     1.985306e+01
    2.014808e+02     5.182692e+01     5.182692e+01     1.965301e+01
    2.034843e+02     5.182692e+01     5.182692e+01     1.945507e+01
    2.054878e+02     5.182692e+01     5.182692e+01     1.925916e+01
    2.074913e+02     5.182692e+01     5.182692e+01     1.906522e+01
    2.094948e+02     5.182692e+01     5.182692e+01     1.887321e+01
    2.114983e+02     5.182692e+01     5.182692e+01     1.868318e+01
    2.135017e+02     5.182692e+01     5.182692e+01     1.849518e+01
    2.155052e+02     5.182692e+01     5.182692e+01     1.830915e+01
    2.175087e+02     5.182692e+01     5.182692e+01     1.812505e+01
    2.195122e+02     5.182692e+01     5.182692e+01     1.794281e+01
    2.215157e+02     5.182692e+01     5.182692e+01     1.776238e+01
    2.235192e+02     5.182692e+01     5.182692e+01     1.758378e+01
    2.255226e+02     5.182692e+01     5.182692e+01     1.740705e+01
    2.275261e+02     5.182692e+01     5.182692e+01     1.723217e+01
    2.295296e+02     5.182692e+01     5.182692e+01     1.705910e+01
    2.315331e+02     5.182692e+01     5.182692e+01     1.688778e+01
    2.335366e+02     5.182692e+01     5.182692e+01     1.671818e+01
    2.355401e+02     5.182692e+01     5.182692e+01     1.655027e+01
    2.375436e+02     5.182692e+01     5.182692e+01     1.638409e+01
    2.395470e+02     5.182692e+01     5.182692e+01     1.621965e+01
    2.415505e+02     5.182692e+01     5.182692e+01     1.605690e+01
    2.435540e+02     5.182692e+01     5.182692e+01     1.589581e+01
    2.455575e+02     5.182692e+01     5.182692e+01     1.573634e+01
    2.475610e+02     5.182692e+01     5.182692e+01     1.557846e+01
    2.495645e+02     5.182692e+01     5.182692e+01     1.542217e+01
    2.515679e+02     5.182692e+01     5.182692e+01     1.526749e+01
    2.535714e+02     5.182692e+01     5.182692e+01     1.511442e+01
    2.555749e+02     5.182692e+01     5.182692e+01     1.496291e+01
    2.575784e+02     5.182692e+01     5.182692e+01     1.481293e+01
    2.595819e+02     5.182692e+01     5.182692e+01     1.466444e+01
    2.615854e+02     5.182692e+01     5.182692e+01     1.451744e+01
    2.635889e+02     5.182692e+01     5.182692e+01     1.437193e+01
    2.655923e+02     5.182692e+01     5.182692e+01     1.422793e+01
    2.675958e+02     5.182692e+01     5.182692e+01     1.408540e+01
    2.695993e+02     5.182692e+01     5.182692e+01     1.394432e+01
    2.716028e+02     5.182692e+01     5.182692e+01     1.380465e+01
    2.736063e+02     5.182692e+01     5.182692e+01     1.366636e+01
    2.756098e+02     5.182692e+01     5.182692e+01     1.352947e+01
    2.776132e+02     5.182692e+01     5.182692e+01     1.339397e+01
    2.796167e+02     5.182692e+01     5.182692e+01     1.325987e+01
    2.816202e+02     5.182692e+01     5.182692e+01     1.312714e+01
    2.836237e+02     5.182692e+01     5.182692e+01     1.299574e+01
    2.856272e+02     5.182692e+01     5.182692e+01     1.286564e+01
    2.876307e+02     5.182692e+01     5.182692e+01     1.273684e+01
    2.896341e+02     5.182692e+01     5.182692e+01     1.260935e+01
    2.916376e+02     5.182692e+01     5.182692e+01     1.248316e+01
    2.936411e+02     5.182692e+01     5.182692e+01     1.235826e+01
    2.956446e+02     5.182692e+01     5.182692e+01     1.223462e+01
    2.976481e+02     5.182692e+01     5.182692e+01     1.211222e+01
    2.996516e+02     5.182692e+01     5.182692e+01     1.199103e+01
    3.016551e+02     5.182692e+01     5.182692e+01     1.187105e+01
    3.036585e+02     5.182692e+01     5.182692e+01     1.175230e+01
    3.056620e+02     5.182692e+01     5.182692e+01     1.163476e+01
    3.076655e+02     5.182692e+01     5.182692e+01     1.151841e+01
    3.096690e+02     5.182692e+01     5.182692e+01     1.140323e+01
    3.116725e+02     5.182692e+01     5.182692e+01     1.128919e+01
    3.136760e+02     5.182692e+01     5.182692e+01     1.117629e+01
    3.156794e+02     5.182692e+01     5.182692e+01     1.106453e+01
    3.176829e+02     5.182692e+01     5.182692e+01     1.095390e+01
    3.196864e+02     5.182692e+01     5.182692e+01     1.084440e+01
    3.216899e+02     5.182692e+01     5.182692e+01     1.073600e+01
    3.236934e+02     5.182692e+01     5.182692e+01     1.062869e+01
    3.256969e+02     5.182692e+01     5.182692e+01     1.052244e+01
    3.277003e+02     5.182692e+01     5.182692e+01     1.041725e+01
    3.297038e+02     5.182692e+01     5.182692e+01     1.031313e+01
    3.317073e+02     5.182692e+01     5.182692e+01     1.021006e+01
    3.337108e+02     5.182692e+01     5.182692e+01     1.010804e+01
    3.357143e+02     5.182692e+01     5.182692e+01     1.000704e+01
    3.377178e+02     5.182692e+01     5.182692e+01     9.907048e+00
    3.397213e+02     5.182692e+01     5.182692e+01     9.808048e+00
    3.417247e+02     5.182692e+01     5.182692e+01     9.710043e+00
    3.437282e+02     5.182692e+01     5.182692e+01     9.613032e+00
    3.457317e+02     5.182692e+01     5.182692e+01     9.517003e+00
    3.477352e+02     5.182692e+01     5.182692e+01     9.421940e+00
    3.497387e+02     5.182692e+01     5.182692e+01     9.327825e+00
    3.517422e+02     5.182692e+01     5.182692e+01     9.234646e+00
    3.537456e+02     5.182692e+01     5.182692e+01     9.142397e+00
    3.557491e+02     5.182692e+01     5.182692e+01     9.051079e+00
    3.577526e+02     5.182692e+01     5.182692e+01     8.960686e+00
    3.597561e+02     5.182692e+01     5.182692e+01     8.871204e+00
    3.617596e+02     5.182692e+01     5.182692e+01     8.782618e+00
    3.637631e+02     5.182692e+01     5.182692e+01     8.694913e+00
    3.657666e+02     5.182692e+01     5.182692e+01     8.608081e+00
    3.677700e+02     5.182692e+01     5.182692e+01     8.522120e+00
    3.697735e+02     5.182692e+01     5.182692e+01     8.437027e+00
    3.717770e+02     5.182692e+01     5.182692e+01     8.352794e+00
    3.737805e+02     5.182692e+01     5.182692e+01     8.269407e+00
    3.757840e+02     5.182692e+01     5.182692e+01     8.186851e+00
    3.777875e+02     5.182692e+01     5.182692e+01     8.105116e+00
    3.797909e+02     5.182692e+01     5.182692e+01     8.024196e+00
    3.817944e+02     5.182692e+01     5.182692e+01     7.944091e+00
    3.837979e+02     5.182692e+01     5.182692e+01     7.864795e+00
    3.858014e+02     5.182692e+01     5.182692e+01     7.786296e+00
    3.878049e+02     5.182692e+01     5.182692e+01     7.708583e+00
    3.898084e+02     5.182692e+01     5.182692e+01     7.631644e+00
    3.918118e+02     5.182692e+01     5.182692e+01     7.555469e+00
    3.938153e+02     5.182692e+01     5.182692e+01     7.480057e+00
    3.958188e+02     5.182692e+01     5.182692e+01     7.405406e+00
    3.978223e+02     5.182692e+01     5.182692e+01     7.331507e+00
    3.998258e+02     5.182692e+01     5.182692e+01     7.258349e+00
    4.018293e+02     5.182692e+01     5.182692e+01     7.185920e+00
    4.038328e+02     5.182692e+01     5.182692e+01     7.114212e+00
    4.058362e+02     5.182692e+01     5.182692e+01     7.043218e+00
    4.078397e+02     5.182692e+01     5.182692e+01     6.972937e+00
    4.098432e+02     5.182692e+01     5.182692e+01     6.903365e+00
    4.118467e+02     5.182692e+01     5.182692e+01     6.834492e+00
    4.138502e+02     5.182692e+01     5.182692e+01     6.766308e+00
    4.158537e+02     5.182692e+01     5.182692e+01     6.698802e+00
    4.178571e+02     5.182692e+01     5.182692e+01     6.631967e+00
    4.198606e+02     5.182692e+01     5.182692e+01     6.565800e+00
    4.218641e+02     5.182692e+01     5.182692e+01     6.500300e+00
    4.238676e+02     5.182692e+01     5.182692e+01     6.435458e+00
    4.258711e+02     5.182692e+01     5.182692e+01     6.371266e+00
    4.278746e+02     5.182692e+01     5.182692e+01     6.307715e+00
    4.298780e+02     5.182692e+01     5.182692e+01     6.244795e+00
    4.318815e+02     5.182692e+01     5.182692e+01     6.182501e+00
    4.338850e+02     5.182692e+01     5.182692e+01     6.120833e+00
    4.358885e+02     5.182692e+01     5.182692e+01     6.059785e+00
    4.378920e+02     5.182692e+01     5.182692e+01     5.999350e+00
    4.398955e+02     5.182692e+01     5.182692e+01     5.939518e+00
    4.418990e+02     5.182692e+01     5.182692e+01     5.880283e+00
    4.439024e+02     5.182692e+01     5.182692e+01     5.821636e+00
    4.459059e+02     5.182692e+01     5.182692e+01     5.763575e+00
    4.479094e+02     5.182692e+01     5.182692e+01     5.706097e+00
    4.499129e+02     5.182692e+01     5.182692e+01     5.649197e+00
    4.519164e+02     5.182692e+01     5.182692e+01     5.592867e+00
    4.539199e+02     5.182692e+01     5.182692e+01     5.537098e+00
    4.559233e+02     5.182692e+01     5.182692e+01     5.481884e+00
    4.579268e+02     5.182692e+01     5.182692e+01     5.427219e+00
    4.599303e+02     5.182692e+01     5.182692e+01     5.373102e+00
    4.619338e+02     5.182692e+01     5.182692e+01     5.319529e+00
    4.639373e+02     5.182692e+01     5.182692e+01     5.266493e+00
    4.659408e+02     5.182692e+01     5.182692e+01     5.213987e+00
    4.679443e+02     5.182692e+01     5.182692e+01     5.162003e+00
    4.699477e+02     5.182692e+01     5.182692e+01     5.110537e+00
    4.719512e+02     5.182692e+01     5.182692e+01     5.059584e+00
    4.739547e+02     5.182692e+01     5.182692e+01     5.009142e+00
    4.759582e+02     5.182692e+01     5.182692e+01     4.959206e+00
    4.779617e+02     5.182692e+01     5.182692e+01     4.909771e+00
    4.799652e+02     5.182692e+01     5.182692e+01     4.860828e+00
    4.819686e+02     5.182692e+01     5.182692e+01     4.812371e+00
    4.839721e+02     5.182692e+01     5.182692e+01     4.764397e+00
    4.859756e+02     5.182692e+01     5.182692e+01     4.716903e+00
    4.879791e+02     5.182692e+01     5.182692e+01     4.669886e+00
    4.899826e+02     5.182692e+01     5.182692e+01     4.623340e+00
    4.919861e+02     5.182692e+01     5.182692e+01     4.577259e+00
    4.939895e+02     5.182692e+01     5.182692e+01     4.531636e+00
    4.959930e+02     5.182692e+01     5.182692e+01     4.486467e+00
    4.979965e+02     5.182692e+01     5.182692e+01     4.441748e+00
    5.000000e+02     5.182692e+01     5.182692e+01     4.397478e+00
