####################################################################################################
# KET QUA GIAI PHUONG TRINH SEMICONDUCTOR BLOCH EQUATIONS (SBE)
####################################################################################################

# ====================================================================
# THAM SO DAU VAO
# ====================================================================

# --- THAM SO TINH TOAN ---
# N (So diem luoi nang luong)  = 1000
# epsilon_max (Nang luong max) = 300 meV
# delta_epsilon (Buoc luoi)    = 0.3 meV
# dt (Buoc thoi gian)          = 2 fs
# t_max (Thoi gian mo phong)   = 1000 fs
#
# --- THAM SO VAT LY HE BAN DAN ---
# a_0 (Ban kinh Bohr Exciton)  = 125 angstrom
# E_R (Nang luong Rydberg)     = 4.2 meV
# T_2 (Thoi gian dephasing)    = 200 fs
# hbar (Hang so Planck thu gon) = 658.5 meV*fs
#
# --- THAM SO KICH THICH LASER ---
# chi_0 (Tan so Rabi dinh)     = 0.1
# Delta_0 (Do lech pha/Detuning)= 100 meV
# delta_t (Do rong xung laser) = 50 fs

####################################################################################################

#              t             N_e             N_h    Re_P for abs    Im_P for abs             |P|             E_t 
   -9.800000e+01     1.902232e-03     1.902232e-03     1.138155e+00     4.217099e+00     5.779257e+00     2.145924e-03
   -9.600000e+01     2.657178e-03     2.657178e-03     1.339413e+00     4.952702e+00     6.816630e+00     2.506206e-03
   -9.400000e+01     3.689173e-03     3.689173e-03     1.571121e+00     5.797870e+00     8.015164e+00     2.917626e-03
   -9.200000e+01     5.090864e-03     5.090864e-03     1.836895e+00     6.765485e+00     9.395068e+00     3.385732e-03
   -9.000000e+01     6.982538e-03     6.982538e-03     2.140645e+00     7.869362e+00     1.097829e+01     3.916390e-03
   -8.800000e+01     9.519211e-03     9.519211e-03     2.486571e+00     9.124191e+00     1.278853e+01     4.515745e-03
   -8.600000e+01     1.289916e-02     1.289916e-02     2.879143e+00     1.054546e+01     1.485118e+01     5.190189e-03
   -8.400000e+01     1.737406e-02     1.737406e-02     3.323062e+00     1.214935e+01     1.719330e+01     5.946306e-03
   -8.200000e+01     2.326093e-02     2.326093e-02     3.823219e+00     1.395264e+01     1.984344e+01     6.790810e-03
   -8.000000e+01     3.095600e-02     3.095600e-02     4.384635e+00     1.597253e+01     2.283160e+01     7.730474e-03
   -7.800000e+01     4.095062e-02     4.095062e-02     5.012409e+00     1.822655e+01     2.618893e+01     8.772047e-03
   -7.600000e+01     5.384926e-02     5.384926e-02     5.711666e+00     2.073231e+01     2.994763e+01     9.922155e-03
   -7.400000e+01     7.038966e-02     7.038966e-02     6.487498e+00     2.350733e+01     3.414063e+01     1.118720e-02
   -7.200000e+01     9.146490e-02     9.146490e-02     7.344908e+00     2.656877e+01     3.880131e+01     1.257323e-02
   -7.000000e+01     1.181472e-01     1.181472e-01     8.288740e+00     2.993315e+01     4.396313e+01     1.408584e-02
   -6.800000e+01     1.517131e-01     1.517131e-01     9.323603e+00     3.361602e+01     4.965928e+01     1.573001e-02
   -6.600000e+01     1.936695e-01     1.936695e-01     1.045378e+01     3.763162e+01     5.592213e+01     1.750997e-02
   -6.400000e+01     2.457797e-01     2.457797e-01     1.168310e+01     4.199252e+01     6.278280e+01     1.942907e-02
   -6.200000e+01     3.100885e-01     3.100885e-01     1.301486e+01     4.670923e+01     7.027055e+01     2.148962e-02
   -6.000000e+01     3.889458e-01     3.889458e-01     1.445168e+01     5.178986e+01     7.841223e+01     2.369278e-02
   -5.800000e+01     4.850265e-01     4.850265e-01     1.599540e+01     5.723971e+01     8.723165e+01     2.603834e-02
   -5.600000e+01     6.013458e-01     6.013458e-01     1.764692e+01     6.306091e+01     9.674896e+01     2.852469e-02
   -5.400000e+01     7.412690e-01     7.412690e-01     1.940617e+01     6.925208e+01     1.069800e+02     3.114863e-02
   -5.200000e+01     9.085123e-01     9.085123e-01     2.127197e+01     7.580798e+01     1.179358e+02     3.390526e-02
   -5.000000e+01     1.107135e+00     1.107135e+00     2.324194e+01     8.271921e+01     1.296217e+02     3.678794e-02
   -4.800000e+01     1.341520e+00     1.341520e+00     2.531244e+01     8.997189e+01     1.420371e+02     3.978819e-02
   -4.600000e+01     1.616342e+00     1.616342e+00     2.747851e+01     9.754749e+01     1.551748e+02     4.289564e-02
   -4.400000e+01     1.936522e+00     1.936522e+00     2.973379e+01     1.054226e+02     1.690201e+02     4.609803e-02
   -4.200000e+01     2.307166e+00     2.307166e+00     3.207053e+01     1.135689e+02     1.835512e+02     4.938122e-02
   -4.000000e+01     2.733488e+00     2.733488e+00     3.447952e+01     1.219529e+02     1.987381e+02     5.272924e-02
   -3.800000e+01     3.220722e+00     3.220722e+00     3.695013e+01     1.305365e+02     2.145428e+02     5.612437e-02
   -3.600000e+01     3.774016e+00     3.774016e+00     3.947036e+01     1.392764e+02     2.309188e+02     5.954725e-02
   -3.400000e+01     4.398314e+00     4.398314e+00     4.202685e+01     1.481252e+02     2.478116e+02     6.297704e-02
   -3.200000e+01     5.098228e+00     5.098228e+00     4.460505e+01     1.570308e+02     2.651582e+02     6.639158e-02
   -3.000000e+01     5.877903e+00     5.877903e+00     4.718929e+01     1.659376e+02     2.828879e+02     6.976763e-02
   -2.800000e+01     6.740878e+00     6.740878e+00     4.976294e+01     1.747867e+02     3.009226e+02     7.308113e-02
   -2.600000e+01     7.689946e+00     7.689946e+00     5.230862e+01     1.835163e+02     3.191770e+02     7.630742e-02
   -2.400000e+01     8.727022e+00     8.727022e+00     5.480832e+01     1.920626e+02     3.375596e+02     7.942159e-02
   -2.200000e+01     9.853020e+00     9.853020e+00     5.724369e+01     2.003607e+02     3.559735e+02     8.239874e-02
   -2.000000e+01     1.106774e+01     1.106774e+01     5.959617e+01     2.083448e+02     3.743172e+02     8.521438e-02
   -1.800000e+01     1.236979e+01     1.236979e+01     6.184732e+01     2.159498e+02     3.924856e+02     8.784467e-02
   -1.600000e+01     1.375652e+01     1.375652e+01     6.397897e+01     2.231115e+02     4.103716e+02     9.026684e-02
   -1.400000e+01     1.522398e+01     1.522398e+01     6.597352e+01     2.297681e+02     4.278667e+02     9.245945e-02
   -1.200000e+01     1.676691e+01     1.676691e+01     6.781417e+01     2.358606e+02     4.448628e+02     9.440275e-02
   -1.000000e+01     1.837882e+01     1.837882e+01     6.948515e+01     2.413340e+02     4.612532e+02     9.607894e-02
   -8.000000e+00     2.005200e+01     2.005200e+01     7.097196e+01     2.461380e+02     4.769343e+02     9.747249e-02
   -6.000000e+00     2.177765e+01     2.177765e+01     7.226161e+01     2.502276e+02     4.918065e+02     9.857032e-02
   -4.000000e+00     2.354601e+01     2.354601e+01     7.334275e+01     2.535642e+02     5.057762e+02     9.936204e-02
   -2.000000e+00     2.534652e+01     2.534652e+01     7.420588e+01     2.561158e+02     5.187562e+02     9.984013e-02
    0.000000e+00     2.716802e+01     2.716802e+01     7.484349e+01     2.578580e+02     5.306676e+02     1.000000e-01
    2.000000e+00     2.899895e+01     2.899895e+01     7.525011e+01     2.587737e+02     5.414404e+02     9.984013e-02
    4.000000e+00     3.082755e+01     3.082755e+01     7.542246e+01     2.588541e+02     5.510145e+02     9.936204e-02
    6.000000e+00     3.264211e+01     3.264211e+01     7.535944e+01     2.580981e+02     5.593409e+02     9.857032e-02
    8.000000e+00     3.443121e+01     3.443121e+01     7.506213e+01     2.565132e+02     5.663815e+02     9.747249e-02
    1.000000e+01     3.618389e+01     3.618389e+01     7.453383e+01     2.541146e+02     5.721104e+02     9.607894e-02
    1.200000e+01     3.788989e+01     3.788989e+01     7.377994e+01     2.509253e+02     5.765136e+02     9.440275e-02
    1.400000e+01     3.953979e+01     3.953979e+01     7.280791e+01     2.469757e+02     5.795894e+02     9.245945e-02
    1.600000e+01     4.112523e+01     4.112523e+01     7.162712e+01     2.423030e+02     5.813481e+02     9.026684e-02
    1.800000e+01     4.263894e+01     4.263894e+01     7.024872e+01     2.369509e+02     5.818119e+02     8.784467e-02
    2.000000e+01     4.407490e+01     4.407490e+01     6.868546e+01     2.309685e+02     5.810141e+02     8.521438e-02
    2.200000e+01     4.542838e+01     4.542838e+01     6.695152e+01     2.244098e+02     5.789991e+02     8.239874e-02
    2.400000e+01     4.669594e+01     4.669594e+01     6.506226e+01     2.173328e+02     5.758209e+02     7.942159e-02
    2.600000e+01     4.787541e+01     4.787541e+01     6.303403e+01     2.097989e+02     5.715427e+02     7.630742e-02
    2.800000e+01     4.896588e+01     4.896588e+01     6.088393e+01     2.018715e+02     5.662359e+02     7.308113e-02
    3.000000e+01     4.996760e+01     4.996760e+01     5.862957e+01     1.936155e+02     5.599787e+02     6.976763e-02
    3.200000e+01     5.088189e+01     5.088189e+01     5.628886e+01     1.850966e+02     5.528553e+02     6.639158e-02
    3.400000e+01     5.171102e+01     5.171102e+01     5.387975e+01     1.763800e+02     5.449543e+02     6.297704e-02
    3.600000e+01     5.245810e+01     5.245810e+01     5.142005e+01     1.675297e+02     5.363679e+02     5.954725e-02
    3.800000e+01     5.312694e+01     5.312694e+01     4.892716e+01     1.586080e+02     5.271905e+02     5.612437e-02
    4.000000e+01     5.372187e+01     5.372187e+01     4.641796e+01     1.496747e+02     5.175176e+02     5.272924e-02
    4.200000e+01     5.424767e+01     5.424767e+01     4.390854e+01     1.407863e+02     5.074443e+02     4.938122e-02
    4.400000e+01     5.470939e+01     5.470939e+01     4.141410e+01     1.319958e+02     4.970647e+02     4.609803e-02
    4.600000e+01     5.511222e+01     5.511222e+01     3.894882e+01     1.233518e+02     4.864705e+02     4.289564e-02
    4.800000e+01     5.546141e+01     5.546141e+01     3.652569e+01     1.148988e+02     4.757506e+02     3.978819e-02
    5.000000e+01     5.576217e+01     5.576217e+01     3.415649e+01     1.066763e+02     4.649894e+02     3.678794e-02
    5.200000e+01     5.601953e+01     5.601953e+01     3.185168e+01     9.871908e+01     4.542673e+02     3.390526e-02
    5.400000e+01     5.623835e+01     5.623835e+01     2.962041e+01     9.105681e+01     4.436591e+02     3.114863e-02
    5.600000e+01     5.642319e+01     5.642319e+01     2.747045e+01     8.371427e+01     4.332343e+02     2.852469e-02
    5.800000e+01     5.657832e+01     5.657832e+01     2.540826e+01     7.671134e+01     4.230568e+02     2.603834e-02
    6.000000e+01     5.670767e+01     5.670767e+01     2.343897e+01     7.006314e+01     4.131850e+02     2.369278e-02
    6.200000e+01     5.681483e+01     5.681483e+01     2.156645e+01     6.378026e+01     4.036733e+02     2.148962e-02
    6.400000e+01     5.690304e+01     5.690304e+01     1.979336e+01     5.786896e+01     3.945755e+02     1.942907e-02
    6.600000e+01     5.697516e+01     5.697516e+01     1.812121e+01     5.233156e+01     3.859681e+02     1.750997e-02
    6.800000e+01     5.703376e+01     5.703376e+01     1.655046e+01     4.716672e+01     3.778498e+02     1.573001e-02
    7.000000e+01     5.708106e+01     5.708106e+01     1.508063e+01     4.236979e+01     3.701732e+02     1.408584e-02
    7.200000e+01     5.711899e+01     5.711899e+01     1.371037e+01     3.793325e+01     3.629237e+02     1.257323e-02
    7.400000e+01     5.714920e+01     5.714920e+01     1.243755e+01     3.384701e+01     3.560936e+02     1.118720e-02
    7.600000e+01     5.717311e+01     5.717311e+01     1.125944e+01     3.009886e+01     3.496789e+02     9.922155e-03
    7.800000e+01     5.719191e+01     5.719191e+01     1.017270e+01     2.667482e+01     3.436796e+02     8.772047e-03
    8.000000e+01     5.720659e+01     5.720659e+01     9.173595e+00     2.355948e+01     3.381120e+02     7.730474e-03
    8.200000e+01     5.721798e+01     5.721798e+01     8.258008e+00     2.073637e+01     3.330180e+02     6.790810e-03
    8.400000e+01     5.722676e+01     5.722676e+01     7.421567e+00     1.818827e+01     3.282677e+02     5.946306e-03
    8.600000e+01     5.723348e+01     5.723348e+01     6.659714e+00     1.589750e+01     3.237819e+02     5.190189e-03
    8.800000e+01     5.723860e+01     5.723860e+01     5.967788e+00     1.384622e+01     3.195137e+02     4.515745e-03
    9.000000e+01     5.724246e+01     5.724246e+01     5.341091e+00     1.201660e+01     3.154293e+02     3.916390e-03
    9.200000e+01     5.724535e+01     5.724535e+01     4.774948e+00     1.039110e+01     3.115031e+02     3.385732e-03
    9.400000e+01     5.724751e+01     5.724751e+01     4.264762e+00     8.952612e+00     3.077149e+02     2.917626e-03
    9.600000e+01     5.724911e+01     5.724911e+01     3.806062e+00     7.684608e+00     3.040487e+02     2.506206e-03
    9.800000e+01     5.725028e+01     5.725028e+01     3.394538e+00     6.571271e+00     3.004915e+02     2.145924e-03
    1.000000e+02     5.725114e+01     5.725114e+01     3.026070e+00     5.597580e+00     2.970330e+02     1.831564e-03
    1.020000e+02     5.725176e+01     5.725176e+01     2.696753e+00     4.749377e+00     2.936648e+02     1.558261e-03
    1.040000e+02     5.725221e+01     5.725221e+01     2.402907e+00     4.013417e+00     2.903803e+02     1.321504e-03
    1.060000e+02     5.725253e+01     5.725253e+01     2.141092e+00     3.377388e+00     2.871744e+02     1.117138e-03
    1.080000e+02     5.725275e+01     5.725275e+01     1.908106e+00     2.829928e+00     2.840443e+02     9.413598e-04
    1.100000e+02     5.725291e+01     5.725291e+01     1.700990e+00     2.360609e+00     2.809824e+02     7.907054e-04
    1.120000e+02     5.725302e+01     5.725302e+01     1.517022e+00     1.959928e+00     2.779824e+02     6.620397e-04
    1.140000e+02     5.725310e+01     5.725310e+01     1.353712e+00     1.619269e+00     2.750401e+02     5.525398e-04
    1.160000e+02     5.725315e+01     5.725315e+01     1.208795e+00     1.330869e+00     2.721521e+02     4.596776e-04
    1.180000e+02     5.725319e+01     5.725319e+01     1.080219e+00     1.087770e+00     2.693154e+02     3.812005e-04
    1.200000e+02     5.725321e+01     5.725321e+01     9.661339e-01     8.837708e-01     2.665278e+02     3.151112e-04
    1.220000e+02     5.725323e+01     5.725323e+01     8.648805e-01     7.133677e-01     2.637882e+02     2.596476e-04
    1.240000e+02     5.725324e+01     5.725324e+01     7.749730e-01     5.717049e-01     2.610959e+02     2.132629e-04
    1.260000e+02     5.725325e+01     5.725325e+01     6.950868e-01     4.545173e-01     2.584440e+02     1.746049e-04
    1.280000e+02     5.725325e+01     5.725325e+01     6.240434e-01     3.580774e-01     2.558284e+02     1.424976e-04
    1.300000e+02     5.725325e+01     5.725325e+01     5.607973e-01     2.791438e-01     2.532466e+02     1.159229e-04
    1.320000e+02     5.725325e+01     5.725325e+01     5.044236e-01     2.149117e-01     2.506967e+02     9.400288e-05
    1.340000e+02     5.725326e+01     5.725326e+01     4.541066e-01     1.629666e-01     2.481770e+02     7.598420e-05
    1.360000e+02     5.725326e+01     5.725326e+01     4.091293e-01     1.212405e-01     2.456865e+02     6.122315e-05
    1.380000e+02     5.725326e+01     5.725326e+01     3.688635e-01     8.797046e-02     2.432241e+02     4.917205e-05
    1.400000e+02     5.725326e+01     5.725326e+01     3.327610e-01     6.166096e-02     2.407891e+02     3.936690e-05
    1.420000e+02     5.725326e+01     5.725326e+01     3.003439e-01     4.104897e-02     2.383805e+02     3.141626e-05
    1.440000e+02     5.725326e+01     5.725326e+01     2.711964e-01     2.507280e-02     2.359977e+02     2.499124e-05
    1.460000e+02     5.725326e+01     5.725326e+01     2.449560e-01     1.284424e-02     2.336401e+02     1.981671e-05
    1.480000e+02     5.725326e+01     5.725326e+01     2.213065e-01     3.624249e-03     2.313072e+02     1.566338e-05
    1.500000e+02     5.725326e+01     5.725326e+01     1.999710e-01    -3.198368e-03     2.289986e+02     1.234098e-05
    1.520000e+02     5.725326e+01     5.725326e+01     1.807060e-01    -8.125504e-03     2.267139e+02     9.692239e-06
    1.540000e+02     5.725326e+01     5.725326e+01     1.632970e-01    -1.156612e-02     2.244527e+02     7.587677e-06
    1.560000e+02     5.725326e+01     5.725326e+01     1.475550e-01    -1.385074e-02     2.222148e+02     5.921119e-06
    1.580000e+02     5.725326e+01     5.725326e+01     1.333125e-01    -1.524445e-02     2.199999e+02     4.605842e-06
    1.600000e+02     5.725326e+01     5.725326e+01     1.204217e-01    -1.595848e-02     2.178078e+02     3.571285e-06
    1.620000e+02     5.725326e+01     5.725326e+01     1.087512e-01    -1.616035e-02     2.156381e+02     2.760262e-06
    1.640000e+02     5.725326e+01     5.725326e+01     9.818427e-02    -1.598263e-02     2.134903e+02     2.126602e-06
    1.660000e+02     5.725326e+01     5.725326e+01     8.861587e-02    -1.553016e-02     2.113642e+02     1.633174e-06
    1.680000e+02     5.725326e+01     5.725326e+01     7.995123e-02    -1.488576e-02     2.092595e+02     1.250227e-06
    1.700000e+02     5.725326e+01     5.725326e+01     7.210410e-02    -1.411466e-02     2.071760e+02     9.540163e-07
    1.720000e+02     5.725326e+01     5.725326e+01     6.499576e-02    -1.326786e-02     2.051132e+02     7.256594e-07
    1.740000e+02     5.725326e+01     5.725326e+01     5.855446e-02    -1.238459e-02     2.030712e+02     5.501994e-07
    1.760000e+02     5.725326e+01     5.725326e+01     5.271533e-02    -1.149446e-02     2.010495e+02     4.158318e-07
    1.780000e+02     5.725326e+01     5.725326e+01     4.742029e-02    -1.061921e-02     1.990481e+02     3.132748e-07
    1.800000e+02     5.725326e+01     5.725326e+01     4.261804e-02    -9.774377e-03     1.970666e+02     2.352575e-07
    1.820000e+02     5.725326e+01     5.725326e+01     3.826375e-02    -8.970746e-03     1.951050e+02     1.761051e-07
    1.840000e+02     5.725326e+01     5.725326e+01     3.431836e-02    -8.215618e-03     1.931629e+02     1.314046e-07
    1.860000e+02     5.725326e+01     5.725326e+01     3.074768e-02    -7.513728e-03     1.912402e+02     9.773705e-08
    1.880000e+02     5.725326e+01     5.725326e+01     2.752133e-02    -6.867789e-03     1.893366e+02     7.246334e-08
    1.900000e+02     5.725326e+01     5.725326e+01     2.461164e-02    -6.278718e-03     1.874521e+02     5.355348e-08
    1.920000e+02     5.725326e+01     5.725326e+01     2.199284e-02    -5.745632e-03     1.855864e+02     3.945184e-08
    1.940000e+02     5.725326e+01     5.725326e+01     1.964055e-02    -5.265808e-03     1.837394e+02     2.897058e-08
    1.960000e+02     5.725326e+01     5.725326e+01     1.753154e-02    -4.834763e-03     1.819108e+02     2.120593e-08
    1.980000e+02     5.725326e+01     5.725326e+01     1.564380e-02    -4.446569e-03     1.801004e+02     1.547276e-08
    2.000000e+02     5.725326e+01     5.725326e+01     1.395661e-02    -4.094427e-03     1.783080e+02     1.125352e-08
    2.020000e+02     5.725326e+01     5.725326e+01     1.245069e-02    -3.771418e-03     1.765336e+02     8.158667e-09
    2.040000e+02     5.725326e+01     5.725326e+01     1.110811e-02    -3.471285e-03     1.747768e+02     5.896039e-09
    2.060000e+02     5.725326e+01     5.725326e+01     9.912163e-03    -3.189074e-03     1.730375e+02     4.247288e-09
    2.080000e+02     5.725326e+01     5.725326e+01     8.847114e-03    -2.921497e-03     1.713155e+02     3.049814e-09
    2.100000e+02     5.725326e+01     5.725326e+01     7.898003e-03    -2.666957e-03     1.696107e+02     2.182958e-09
    2.120000e+02     5.725326e+01     5.725326e+01     7.050601e-03    -2.425271e-03     1.679229e+02     1.557498e-09
    2.140000e+02     5.725326e+01     5.725326e+01     6.291549e-03    -2.197199e-03     1.662518e+02     1.107694e-09
    2.160000e+02     5.725326e+01     5.725326e+01     5.608690e-03    -1.983925e-03     1.645974e+02     7.852766e-10
    2.180000e+02     5.725326e+01     5.725326e+01     4.991473e-03    -1.786623e-03     1.629595e+02     5.549267e-10
    2.200000e+02     5.725326e+01     5.725326e+01     4.431323e-03    -1.606205e-03     1.613379e+02     3.908938e-10
    2.220000e+02     5.725326e+01     5.725326e+01     3.921826e-03    -1.443242e-03     1.597324e+02     2.744684e-10
    2.240000e+02     5.725326e+01     5.725326e+01     3.458644e-03    -1.298003e-03     1.581429e+02     1.921038e-10
    2.260000e+02     5.725326e+01     5.725326e+01     3.039154e-03    -1.170537e-03     1.565692e+02     1.340263e-10
    2.280000e+02     5.725326e+01     5.725326e+01     2.661874e-03    -1.060688e-03     1.550112e+02     9.320823e-11
    2.300000e+02     5.725326e+01     5.725326e+01     2.325803e-03    -9.680043e-04     1.534687e+02     6.461432e-11
    2.320000e+02     5.725326e+01     5.725326e+01     2.029821e-03    -8.915656e-04     1.519416e+02     4.464918e-11
    2.340000e+02     5.725326e+01     5.725326e+01     1.772271e-03    -8.297779e-04     1.504297e+02     3.075449e-11
    2.360000e+02     5.725326e+01     5.725326e+01     1.550778e-03    -7.802482e-04     1.489328e+02     2.111611e-11
    2.380000e+02     5.725326e+01     5.725326e+01     1.362291e-03    -7.398179e-04     1.474508e+02     1.445205e-11
    2.400000e+02     5.725326e+01     5.725326e+01     1.203282e-03    -7.047985e-04     1.459836e+02     9.859506e-12
    2.420000e+02     5.725326e+01     5.725326e+01     1.069997e-03    -6.713875e-04     1.445310e+02     6.704883e-12
    2.440000e+02     5.725326e+01     5.725326e+01     9.586553e-04    -6.361788e-04     1.430928e+02     4.545038e-12
    2.460000e+02     5.725326e+01     5.725326e+01     8.655670e-04    -5.966496e-04     1.416689e+02     3.071101e-12
    2.480000e+02     5.725326e+01     5.725326e+01     7.871490e-04    -5.515018e-04     1.402593e+02     2.068525e-12
    2.500000e+02     5.725326e+01     5.725326e+01     7.198980e-04    -5.007754e-04     1.388636e+02     1.388794e-12
    2.520000e+02     5.725326e+01     5.725326e+01     6.603898e-04    -4.457161e-04     1.374818e+02     9.294484e-13
    2.540000e+02     5.725326e+01     5.725326e+01     6.053642e-04    -3.884408e-04     1.361138e+02     6.200445e-13
    2.560000e+02     5.725326e+01     5.725326e+01     5.519177e-04    -3.314965e-04     1.347594e+02     4.123165e-13
    2.580000e+02     5.725326e+01     5.725326e+01     4.977772e-04    -2.774260e-04     1.334185e+02     2.733058e-13
    2.600000e+02     5.725326e+01     5.725326e+01     4.415814e-04    -2.284309e-04     1.320909e+02     1.805831e-13
    2.620000e+02     5.725326e+01     5.725326e+01     3.830801e-04    -1.861842e-04     1.307766e+02     1.189367e-13
    2.640000e+02     5.725326e+01     5.725326e+01     3.231686e-04    -1.517859e-04     1.294753e+02     7.808448e-14
    2.660000e+02     5.725326e+01     5.725326e+01     2.637214e-04    -1.258144e-04     1.281870e+02     5.110035e-14
    2.680000e+02     5.725326e+01     5.725326e+01     2.072399e-04    -1.084047e-04     1.269114e+02     3.333445e-14
    2.700000e+02     5.725326e+01     5.725326e+01     1.563849e-04    -9.929457e-05     1.256486e+02     2.167569e-14
    2.720000e+02     5.725326e+01     5.725326e+01     1.134976e-04    -9.781324e-05     1.243984e+02     1.404956e-14
    2.740000e+02     5.725326e+01     5.725326e+01     8.021060e-05    -1.028264e-04     1.231606e+02     9.077432e-15
    2.760000e+02     5.725326e+01     5.725326e+01     5.722727e-05    -1.126872e-04     1.219351e+02     5.846197e-15
    2.780000e+02     5.725326e+01     5.725326e+01     4.429324e-05    -1.252526e-04     1.207218e+02     3.753134e-15
    2.800000e+02     5.725326e+01     5.725326e+01     4.033523e-05    -1.380141e-04     1.195206e+02     2.401735e-15
    2.820000e+02     5.725326e+01     5.725326e+01     4.370164e-05    -1.483516e-04     1.183313e+02     1.532026e-15
    2.840000e+02     5.725326e+01     5.725326e+01     5.242575e-05    -1.538781e-04     1.171539e+02     9.741318e-16
    2.860000e+02     5.725326e+01     5.725326e+01     6.444488e-05    -1.528043e-04     1.159882e+02     6.174182e-16
    2.880000e+02     5.725326e+01     5.725326e+01     7.774203e-05    -1.442359e-04     1.148340e+02     3.900779e-16
    2.900000e+02     5.725326e+01     5.725326e+01     9.041508e-05    -1.283274e-04     1.136914e+02     2.456595e-16
    2.920000e+02     5.725326e+01     5.725326e+01     1.007095e-04    -1.062501e-04     1.125602e+02     1.542148e-16
    2.940000e+02     5.725326e+01     5.725326e+01     1.070612e-04    -7.998226e-05     1.114402e+02     9.650034e-17
    2.960000e+02     5.725326e+01     5.725326e+01     1.081848e-04    -5.197194e-05     1.103313e+02     6.019243e-17
    2.980000e+02     5.725326e+01     5.725326e+01     1.032139e-04    -2.475333e-05     1.092335e+02     3.742529e-17
