# Giai phuong trinh vi phan
######################################################################
#      i             x         theta         omega
    329   3.290000000   0.193896638  -0.711279301
    330   3.300000000   0.186627294  -0.742391371
    331   3.310000000   0.179052857  -0.772289796
    332   3.320000000   0.171185707  -0.800925700
    333   3.330000000   0.163038708  -0.828252268
    334   3.340000000   0.154625176  -0.854224829
    335   3.350000000   0.145958867  -0.878800923
    336   3.360000000   0.137053947  -0.901940372
    337   3.370000000   0.127924975  -0.923605351
    338   3.380000000   0.118586874  -0.943760440
    339   3.390000000   0.109054909  -0.962372691
    340   3.400000000   0.099344665  -0.979411678
    341   3.410000000   0.089472014  -0.994849544
    342   3.420000000   0.079453096  -1.008661053
    343   3.430000000   0.069304290  -1.020823627
    344   3.440000000   0.059042187  -1.031317381
    345   3.450000000   0.048683563  -1.040125161
    346   3.460000000   0.038245352  -1.047232568
    347   3.470000000   0.027744619  -1.052627983
    348   3.480000000   0.017198529  -1.056302586
    349   3.490000000   0.006624324  -1.058250369
    350   3.500000000  -0.003960711  -1.058468149
    351   3.510000000  -0.014539270  -1.056955570
    352   3.520000000  -0.025094062  -1.053715103
    353   3.530000000  -0.035607830  -1.048752048
    354   3.540000000  -0.046063387  -1.042074516
    355   3.550000000  -0.056443641  -1.033693425
    356   3.560000000  -0.066731622  -1.023622475
    357   3.570000000  -0.076910511  -1.011878131
    358   3.580000000  -0.086963670  -0.998479591
    359   3.590000000  -0.096874661  -0.983448760
    360   3.600000000  -0.106627285  -0.966810209
    361   3.610000000  -0.116205597  -0.948591139
    362   3.620000000  -0.125593938  -0.928821334
    363   3.630000000  -0.134776961  -0.907533112
    364   3.640000000  -0.143739654  -0.884761277
    365   3.650000000  -0.152467365  -0.860543054
    366   3.660000000  -0.160945825  -0.834918035
    367   3.670000000  -0.169161175  -0.807928110
    368   3.680000000  -0.177099984  -0.779617404
    369   3.690000000  -0.184749274  -0.750032197
    370   3.700000000  -0.192096540  -0.719220854
    371   3.710000000  -0.199129772  -0.687233745
    372   3.720000000  -0.205837470  -0.654123162
    373   3.730000000  -0.212208670  -0.619943234
    374   3.740000000  -0.218232956  -0.584749837
    375   3.750000000  -0.223900480  -0.548600504
    376   3.760000000  -0.229201976  -0.511554331
    377   3.770000000  -0.234128778  -0.473671881
    378   3.780000000  -0.238672832  -0.435015083
    379   3.790000000  -0.242826709  -0.395647132
    380   3.800000000  -0.246583618  -0.355632387
    381   3.810000000  -0.249937419  -0.315036262
    382   3.820000000  -0.252882627  -0.273925122
    383   3.830000000  -0.255414428  -0.232366176
    384   3.840000000  -0.257528684  -0.190427364
    385   3.850000000  -0.259221938  -0.148177244
    386   3.860000000  -0.260491421  -0.105684889
    387   3.870000000  -0.261335059  -0.063019762
    388   3.880000000  -0.261751473  -0.020251611
    389   3.890000000  -0.261739981   0.022549646
    390   3.900000000  -0.261300603   0.065314040
    391   3.910000000  -0.260434056   0.107971659
    392   3.920000000  -0.259141758   0.150452770
    393   3.930000000  -0.257425821   0.192687923
    394   3.940000000  -0.255289050   0.234608074
    395   3.950000000  -0.252734938   0.276144694
    396   3.960000000  -0.249767661   0.317229878
    397   3.970000000  -0.246392069   0.357796463
    398   3.980000000  -0.242613682   0.397778130
    399   3.990000000  -0.238438675   0.437109518
    400   4.000000000  -0.233873873   0.475726330
    401   4.010000000  -0.228926741   0.513565435
    402   4.020000000  -0.223605364   0.550564975
    403   4.030000000  -0.217918442   0.586664464
    404   4.040000000  -0.211875272   0.621804887
    405   4.050000000  -0.205485733   0.655928798
    406   4.060000000  -0.198760271   0.688980411
    407   4.070000000  -0.191709880   0.720905695
    408   4.080000000  -0.184346086   0.751652459
    409   4.090000000  -0.176680927   0.781170439
    410   4.100000000  -0.168726934   0.809411378
    411   4.110000000  -0.160497111   0.836329111
    412   4.120000000  -0.152004910   0.861879632
    413   4.130000000  -0.143264215   0.886021172
    414   4.140000000  -0.134289315   0.908714264
    415   4.150000000  -0.125094882   0.929921812
    416   4.160000000  -0.115695947   0.949609144
    417   4.170000000  -0.106107875   0.967744077
    418   4.180000000  -0.096346340   0.984296964
    419   4.190000000  -0.086427300   0.999240745
    420   4.200000000  -0.076366971   1.012550990
    421   4.210000000  -0.066181799   1.024205939
    422   4.220000000  -0.055888434   1.034186541
    423   4.230000000  -0.045503704   1.042476477
    424   4.240000000  -0.035044586   1.049062197
    425   4.250000000  -0.024528178   1.053932934
    426   4.260000000  -0.013971671   1.057080725
    427   4.270000000  -0.003392324   1.058500425
    428   4.280000000   0.007192569   1.058189713
    429   4.290000000   0.017765703   1.056149096
    430   4.300000000   0.028309794   1.052381911
    431   4.310000000   0.038807606   1.046894316
    432   4.320000000   0.049241975   1.039695282
    433   4.330000000   0.059595845   1.030796578
    434   4.340000000   0.069852289   1.020212751
    435   4.350000000   0.079994540   1.007961104
    436   4.360000000   0.090006018   0.994061665
    437   4.370000000   0.099870356   0.978537156
    438   4.380000000   0.109571428   0.961412957
    439   4.390000000   0.119093375   0.942717063
    440   4.400000000   0.128420631   0.922480036
    441   4.410000000   0.137537948   0.900734960
    442   4.420000000   0.146430421   0.877517382
    443   4.430000000   0.155083513   0.852865260
    444   4.440000000   0.163483078   0.826818893
    445   4.450000000   0.171615385   0.799420861
    446   4.460000000   0.179467139   0.770715954
    447   4.470000000   0.187025504   0.740751098
    448   4.480000000   0.194278124   0.709575279
    449   4.490000000   0.201213142   0.677239463
    450   4.500000000   0.207819222   0.643796512
    451   4.510000000   0.214085564   0.609301096
    452   4.520000000   0.220001923   0.573809609
    453   4.530000000   0.225558629   0.537380071
    454   4.540000000   0.230746596   0.500072036
    455   4.550000000   0.235557344   0.461946495
    456   4.560000000   0.239983008   0.423065775
    457   4.570000000   0.244016354   0.383493436
    458   4.580000000   0.247650787   0.343294171
    459   4.590000000   0.250880366   0.302533696
    460   4.600000000   0.253699812   0.261278646
    461   4.610000000   0.256104515   0.219596464
    462   4.620000000   0.258090544   0.177555291
    463   4.630000000   0.259654653   0.135223854
    464   4.640000000   0.260794284   0.092671356
    465   4.650000000   0.261507575   0.049967362
    466   4.660000000   0.261793359   0.007181681
    467   4.670000000   0.261651170  -0.035615739
    468   4.680000000   0.261081239  -0.078354936
    469   4.690000000   0.260084498  -0.120966040
    470   4.700000000   0.258662577  -0.163379391
    471   4.710000000   0.256817801  -0.205525654
    472   4.720000000   0.254553184  -0.247335928
    473   4.730000000   0.251872430  -0.288741862
    474   4.740000000   0.248779920  -0.329675768
    475   4.750000000   0.245280711  -0.370070728
    476   4.760000000   0.241380523  -0.409860705
    477   4.770000000   0.237085731  -0.448980650
    478   4.780000000   0.232403357  -0.487366613
    479   4.790000000   0.227341055  -0.524955839
    480   4.800000000   0.221907101  -0.561686880
    481   4.810000000   0.216110378  -0.597499687
    482   4.820000000   0.209960364  -0.632335716
    483   4.830000000   0.203467110  -0.666138017
    484   4.840000000   0.196641234  -0.698851331
    485   4.850000000   0.189493892  -0.730422178
    486   4.860000000   0.182036771  -0.760798948
    487   4.870000000   0.174282060  -0.789931982
    488   4.880000000   0.166242436  -0.817773652
    489   4.890000000   0.157931044  -0.844278445
    490   4.900000000   0.149361469  -0.869403030
    491   4.910000000   0.140547721  -0.893106336
    492   4.920000000   0.131504209  -0.915349611
    493   4.930000000   0.122245718  -0.936096494
    494   4.940000000   0.112787381  -0.955313068
    495   4.950000000   0.103144663  -0.972967918
    496   4.960000000   0.093333326  -0.989032182
    497   4.970000000   0.083369409  -1.003479598
    498   4.980000000   0.073269203  -1.016286550
    499   4.990000000   0.063049217  -1.027432099
    500   5.000000000   0.052726160  -1.036898025
    501   5.010000000   0.042316908  -1.044668855
    502   5.020000000   0.031838476  -1.050731883
    503   5.030000000   0.021307996  -1.055077199
    504   5.040000000   0.010742683  -1.057697699
    505   5.050000000   0.000159807  -1.058589099
    506   5.060000000  -0.010423330  -1.057749942
    507   5.070000000  -0.020989427  -1.055181599
    508   5.080000000  -0.031521211  -1.050888270
    509   5.090000000  -0.042001465  -1.044876972
    510   5.100000000  -0.052413056  -1.037157533
    511   5.110000000  -0.062738963  -1.027742573
    512   5.120000000  -0.072962306  -1.016647482
    513   5.130000000  -0.083066372  -1.003890400
    514   5.140000000  -0.093034643  -0.989492180
    515   5.150000000  -0.102850823  -0.973476362
    516   5.160000000  -0.112498865  -0.955869126
    517   5.170000000  -0.121962996  -0.936699257
    518   5.180000000  -0.131227745  -0.915998094
    519   5.190000000  -0.140277966  -0.893799478
    520   5.200000000  -0.149098863  -0.870139699
    521   5.210000000  -0.157676018  -0.845057435
    522   5.220000000  -0.165995407  -0.818593691
    523   5.230000000  -0.174043430  -0.790791729
    524   5.240000000  -0.181806931  -0.761696998
    525   5.250000000  -0.189273219  -0.731357063
    526   5.260000000  -0.196430087  -0.699821521
    527   5.270000000  -0.203265835  -0.667141928
    528   5.280000000  -0.209769289  -0.633371706
    529   5.290000000  -0.215929817  -0.598566062
    530   5.300000000  -0.221737348  -0.562781896
    531   5.310000000  -0.227182388  -0.526077708
    532   5.320000000  -0.232256035  -0.488513499
    533   5.330000000  -0.236949996  -0.450150680
    534   5.340000000  -0.241256596  -0.411051964
    535   5.350000000  -0.245168795  -0.371281271
    536   5.360000000  -0.248680197  -0.330903615
    537   5.370000000  -0.251785064  -0.289985005
    538   5.380000000  -0.254478317  -0.248592335
    539   5.390000000  -0.256755555  -0.206793272
    540   5.400000000  -0.258613056  -0.164656147
    541   5.410000000  -0.260047781  -0.122249847
    542   5.420000000  -0.261057386  -0.079643695
    543   5.430000000  -0.261640221  -0.036907344
    544   5.440000000  -0.261795332   0.005889343
    545   5.450000000  -0.261522466   0.048676402
    546   5.460000000  -0.260822069   0.091383886
    547   5.470000000  -0.259695286   0.133941977
    548   5.480000000  -0.258143960   0.176281104
    549   5.490000000  -0.256170625   0.218332050
    550   5.500000000  -0.253778508   0.260026071
    551   5.510000000  -0.250971521   0.301295008
    552   5.520000000  -0.247754250   0.342071395
    553   5.530000000  -0.244131957   0.382288571
    554   5.540000000  -0.240110562   0.421880791
    555   5.550000000  -0.235696640   0.460783330
    556   5.560000000  -0.230897407   0.498932590
    557   5.570000000  -0.225720708   0.536266207
    558   5.580000000  -0.220175006   0.572723148
    559   5.590000000  -0.214269366   0.608243815
    560   5.600000000  -0.208013444   0.642770138
    561   5.610000000  -0.201417467   0.676245675
    562   5.620000000  -0.194492216   0.708615702
    563   5.630000000  -0.187249014   0.739827299
    564   5.640000000  -0.179699702   0.769829444
    565   5.650000000  -0.171856621   0.798573089
    566   5.660000000  -0.163732593   0.826011245
    567   5.670000000  -0.155340898   0.852099057
    568   5.680000000  -0.146695255   0.876793877
    569   5.690000000  -0.137809799   0.900055334
    570   5.700000000  -0.128699054   0.921845401
    571   5.710000000  -0.119377915   0.942128457
    572   5.720000000  -0.109861620   0.960871342
    573   5.730000000  -0.100165725   0.978043417
    574   5.740000000  -0.090306082   0.993616608
    575   5.750000000  -0.080298808   1.007565458
    576   5.760000000  -0.070160264   1.019867163
    577   5.770000000  -0.059907023   1.030501613
    578   5.780000000  -0.049555848   1.039451421
    579   5.790000000  -0.039123659   1.046701959
    580   5.800000000  -0.028627513   1.052241372
    581   5.810000000  -0.018084567   1.056060605
    582   5.820000000  -0.007512056   1.058153414
    583   5.830000000   0.003072735   1.058516378
    584   5.840000000   0.013652502   1.057148903
    585   5.850000000   0.024209951   1.054053226
    586   5.860000000   0.034727822   1.049234406
    587   5.870000000   0.045188921   1.042700322
    588   5.880000000   0.055576146   1.034461656
    589   5.890000000   0.065872516   1.024531875
    590   5.900000000   0.076061200   1.012927213
    591   5.910000000   0.086125540   0.999666640
    592   5.920000000   0.096049084   0.984771835
    593   5.930000000   0.105815610   0.968267148
    594   5.940000000   0.115409150   0.950179560
    595   5.950000000   0.124814022   0.930538640
    596   5.960000000   0.134014852   0.909376496
    597   5.970000000   0.142996596   0.886727725
    598   5.980000000   0.151744573   0.862629351
    599   5.990000000   0.160244482   0.837120771
    600   6.000000000   0.168482427   0.810243685
    601   6.010000000   0.176444940   0.782042031
    602   6.020000000   0.184119005   0.752561912
    603   6.030000000   0.191492077   0.721851522
    604   6.040000000   0.198552101   0.689961066
    605   6.050000000   0.205287538   0.656942678
    606   6.060000000   0.211687375   0.622850334
    607   6.070000000   0.217741150   0.587739769
    608   6.080000000   0.223438967   0.551668380
    609   6.090000000   0.228771511   0.514695137
    610   6.100000000   0.233730064   0.476880482
    611   6.110000000   0.238306521   0.438286233
    612   6.120000000   0.242493400   0.398975484
    613   6.130000000   0.246283857   0.359012499
    614   6.140000000   0.249671694   0.318462609
