# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        5.58862742e+01       7.29875840e-01       4.80940650e-01      -1.79232399e-01       3.55230666e-01      -2.44477589e-01      -5.42391183e-02
        5.58962736e+01       7.33415462e-01       4.78477395e-01      -1.79771616e-01       3.52734473e-01      -2.48202079e-01      -5.36108136e-02
        5.59062729e+01       7.36929927e-01       4.75977024e-01      -1.80304528e-01       3.50198843e-01      -2.51900997e-01      -5.29778991e-02
        5.59162722e+01       7.40418842e-01       4.73439797e-01      -1.80831088e-01       3.47624025e-01      -2.55573900e-01      -5.23404138e-02
        5.59262716e+01       7.43881815e-01       4.70865975e-01      -1.81351251e-01       3.45010272e-01      -2.59220346e-01      -5.16983982e-02
        5.59362709e+01       7.47318458e-01       4.68255826e-01      -1.81864972e-01       3.42357843e-01      -2.62839897e-01      -5.10518938e-02
        5.59462702e+01       7.50728387e-01       4.65609619e-01      -1.82372206e-01       3.39667002e-01      -2.66432116e-01      -5.04009428e-02
        5.59562696e+01       7.54111218e-01       4.62927631e-01      -1.82872909e-01       3.36938019e-01      -2.69996569e-01      -4.97455891e-02
        5.59662689e+01       7.57466572e-01       4.60210141e-01      -1.83367037e-01       3.34171169e-01      -2.73532825e-01      -4.90858771e-02
        5.59762682e+01       7.60794071e-01       4.57457435e-01      -1.83854547e-01       3.31366731e-01      -2.77040456e-01      -4.84218527e-02
        5.59862676e+01       7.64093341e-01       4.54669799e-01      -1.84335396e-01       3.28524990e-01      -2.80519034e-01      -4.77535624e-02
        5.59962669e+01       7.67364009e-01       4.51847526e-01      -1.84809541e-01       3.25646237e-01      -2.83968137e-01      -4.70810541e-02
        5.60062662e+01       7.70605709e-01       4.48990914e-01      -1.85276940e-01       3.22730767e-01      -2.87387344e-01      -4.64043767e-02
        5.60162656e+01       7.73818073e-01       4.46100263e-01      -1.85737553e-01       3.19778882e-01      -2.90776239e-01      -4.57235798e-02
        5.60262649e+01       7.77000740e-01       4.43175879e-01      -1.86191337e-01       3.16790886e-01      -2.94134406e-01      -4.50387144e-02
        5.60362642e+01       7.80153349e-01       4.40218071e-01      -1.86638253e-01       3.13767090e-01      -2.97461435e-01      -4.43498324e-02
        5.60462636e+01       7.83275545e-01       4.37227152e-01      -1.87078261e-01       3.10707811e-01      -3.00756918e-01      -4.36569865e-02
        5.60562629e+01       7.86366974e-01       4.34203440e-01      -1.87511322e-01       3.07613370e-01      -3.04020449e-01      -4.29602306e-02
        5.60662622e+01       7.89427286e-01       4.31147257e-01      -1.87937396e-01       3.04484091e-01      -3.07251628e-01      -4.22596196e-02
        5.60762616e+01       7.92456135e-01       4.28058927e-01      -1.88356445e-01       3.01320307e-01      -3.10450056e-01      -4.15552092e-02
        5.60862609e+01       7.95453177e-01       4.24938780e-01      -1.88768432e-01       2.98122353e-01      -3.13615339e-01      -4.08470561e-02
        5.60962602e+01       7.98418072e-01       4.21787150e-01      -1.89173320e-01       2.94890570e-01      -3.16747085e-01      -4.01352181e-02
        5.61062596e+01       8.01350483e-01       4.18604374e-01      -1.89571071e-01       2.91625303e-01      -3.19844908e-01      -3.94197537e-02
        5.61162589e+01       8.04250078e-01       4.15390792e-01      -1.89961650e-01       2.88326904e-01      -3.22908425e-01      -3.87007224e-02
        5.61262582e+01       8.07116528e-01       4.12146751e-01      -1.90345022e-01       2.84995726e-01      -3.25937254e-01      -3.79781848e-02
        5.61362576e+01       8.09949505e-01       4.08872599e-01      -1.90721152e-01       2.81632132e-01      -3.28931020e-01      -3.72522020e-02
        5.61462569e+01       8.12748688e-01       4.05568687e-01      -1.91090005e-01       2.78236484e-01      -3.31889351e-01      -3.65228364e-02
        5.61562562e+01       8.15513758e-01       4.02235374e-01      -1.91451549e-01       2.74809152e-01      -3.34811880e-01      -3.57901510e-02
        5.61662556e+01       8.18244400e-01       3.98873017e-01      -1.91805750e-01       2.71350512e-01      -3.37698241e-01      -3.50542097e-02
        5.61762549e+01       8.20940303e-01       3.95481981e-01      -1.92152576e-01       2.67860940e-01      -3.40548076e-01      -3.43150773e-02
        5.61862542e+01       8.23601160e-01       3.92062632e-01      -1.92491995e-01       2.64340822e-01      -3.43361028e-01      -3.35728194e-02
        5.61962536e+01       8.26226667e-01       3.88615342e-01      -1.92823977e-01       2.60790543e-01      -3.46136747e-01      -3.28275024e-02
        5.62062529e+01       8.28816524e-01       3.85140484e-01      -1.93148491e-01       2.57210497e-01      -3.48874885e-01      -3.20791935e-02
        5.62162522e+01       8.31370436e-01       3.81638436e-01      -1.93465508e-01       2.53601080e-01      -3.51575101e-01      -3.13279607e-02
        5.62262516e+01       8.33888111e-01       3.78109578e-01      -1.93774999e-01       2.49962692e-01      -3.54237055e-01      -3.05738726e-02
        5.62362509e+01       8.36369261e-01       3.74554296e-01      -1.94076936e-01       2.46295740e-01      -3.56860414e-01      -2.98169987e-02
        5.62462502e+01       8.38813603e-01       3.70972976e-01      -1.94371291e-01       2.42600632e-01      -3.59444850e-01      -2.90574093e-02
        5.62562496e+01       8.41220858e-01       3.67366009e-01      -1.94658037e-01       2.38877783e-01      -3.61990038e-01      -2.82951753e-02
        5.62662489e+01       8.43590750e-01       3.63733789e-01      -1.94937148e-01       2.35127609e-01      -3.64495660e-01      -2.75303683e-02
        5.62762483e+01       8.45923007e-01       3.60076714e-01      -1.95208599e-01       2.31350533e-01      -3.66961400e-01      -2.67630605e-02
        5.62862476e+01       8.48217364e-01       3.56395184e-01      -1.95472365e-01       2.27546981e-01      -3.69386949e-01      -2.59933249e-02
        5.62962469e+01       8.50473556e-01       3.52689603e-01      -1.95728423e-01       2.23717382e-01      -3.71772003e-01      -2.52212352e-02
        5.63062463e+01       8.52691328e-01       3.48960376e-01      -1.95976749e-01       2.19862171e-01      -3.74116261e-01      -2.44468654e-02
        5.63162456e+01       8.54870423e-01       3.45207913e-01      -1.96217320e-01       2.15981784e-01      -3.76419429e-01      -2.36702904e-02
        5.63262449e+01       8.57010593e-01       3.41432627e-01      -1.96450116e-01       2.12076663e-01      -3.78681217e-01      -2.28915857e-02
        5.63362443e+01       8.59111592e-01       3.37634933e-01      -1.96675115e-01       2.08147254e-01      -3.80901342e-01      -2.21108271e-02
        5.63462436e+01       8.61173181e-01       3.33815248e-01      -1.96892296e-01       2.04194004e-01      -3.83079524e-01      -2.13280911e-02
        5.63562429e+01       8.63195122e-01       3.29973994e-01      -1.97101642e-01       2.00217366e-01      -3.85215489e-01      -2.05434549e-02
        5.63662423e+01       8.65177185e-01       3.26111593e-01      -1.97303132e-01       1.96217795e-01      -3.87308970e-01      -1.97569959e-02
        5.63762416e+01       8.67119142e-01       3.22228473e-01      -1.97496749e-01       1.92195752e-01      -3.89359703e-01      -1.89687921e-02
        5.63862409e+01       8.69020770e-01       3.18325062e-01      -1.97682477e-01       1.88151697e-01      -3.91367430e-01      -1.81789221e-02
        5.63962403e+01       8.70881853e-01       3.14401791e-01      -1.97860298e-01       1.84086099e-01      -3.93331901e-01      -1.73874648e-02
        5.64062396e+01       8.72702177e-01       3.10459093e-01      -1.98030198e-01       1.79999424e-01      -3.95252868e-01      -1.65944995e-02
        5.64162389e+01       8.74481533e-01       3.06497406e-01      -1.98192161e-01       1.75892146e-01      -3.97130092e-01      -1.58001060e-02
        5.64262383e+01       8.76219718e-01       3.02517167e-01      -1.98346175e-01       1.71764739e-01      -3.98963336e-01      -1.50043645e-02
        5.64362376e+01       8.77916533e-01       2.98518819e-01      -1.98492224e-01       1.67617683e-01      -4.00752372e-01      -1.42073554e-02
        5.64462369e+01       8.79571784e-01       2.94502802e-01      -1.98630299e-01       1.63451457e-01      -4.02496976e-01      -1.34091596e-02
        5.64562363e+01       8.81185282e-01       2.90469565e-01      -1.98760386e-01       1.59266547e-01      -4.04196930e-01      -1.26098583e-02
        5.64662356e+01       8.82756842e-01       2.86419552e-01      -1.98882476e-01       1.55063439e-01      -4.05852023e-01      -1.18095328e-02
        5.64762349e+01       8.84286285e-01       2.82353215e-01      -1.98996558e-01       1.50842623e-01      -4.07462049e-01      -1.10082651e-02
        5.64862343e+01       8.85773436e-01       2.78271005e-01      -1.99102623e-01       1.46604590e-01      -4.09026807e-01      -1.02061369e-02
        5.64962336e+01       8.87218126e-01       2.74173376e-01      -1.99200664e-01       1.42349836e-01      -4.10546104e-01      -9.40323062e-03
        5.65062329e+01       8.88620189e-01       2.70060783e-01      -1.99290673e-01       1.38078857e-01      -4.12019751e-01      -8.59962860e-03
        5.65162323e+01       8.89979466e-01       2.65933683e-01      -1.99372643e-01       1.33792153e-01      -4.13447568e-01      -7.79541347e-03
        5.65262316e+01       8.91295803e-01       2.61792536e-01      -1.99446569e-01       1.29490226e-01      -4.14829377e-01      -6.99066801e-03
        5.65362309e+01       8.92569049e-01       2.57637803e-01      -1.99512446e-01       1.25173580e-01      -4.16165009e-01      -6.18547512e-03
        5.65462303e+01       8.93799060e-01       2.53469945e-01      -1.99570269e-01       1.20842720e-01      -4.17454301e-01      -5.37991784e-03
        5.65562296e+01       8.94985697e-01       2.49289428e-01      -1.99620036e-01       1.16498155e-01      -4.18697095e-01      -4.57407931e-03
        5.65662289e+01       8.96128824e-01       2.45096717e-01      -1.99661744e-01       1.12140395e-01      -4.19893241e-01      -3.76804273e-03
        5.65762283e+01       8.97228313e-01       2.40892279e-01      -1.99695392e-01       1.07769951e-01      -4.21042593e-01      -2.96189134e-03
        5.65862276e+01       8.98284039e-01       2.36676583e-01      -1.99720978e-01       1.03387339e-01      -4.22145012e-01      -2.15570845e-03
        5.65962269e+01       8.99295883e-01       2.32450099e-01      -1.99738503e-01       9.89930718e-02      -4.23200367e-01      -1.34957733e-03
        5.66062263e+01       9.00263731e-01       2.28213297e-01      -1.99747968e-01       9.45876681e-02      -4.24208531e-01      -5.43581258e-04
        5.66162256e+01       9.01187475e-01       2.23966651e-01      -1.99749375e-01       9.01716460e-02      -4.25169384e-01       2.62196530e-04
        5.66262249e+01       9.02067010e-01       2.19710634e-01      -1.99742726e-01       8.57455253e-02      -4.26082815e-01       1.06767287e-03
        5.66362243e+01       9.02902239e-01       2.15445721e-01      -1.99728024e-01       8.13098275e-02      -4.26948714e-01       1.87276466e-03
        5.66462236e+01       9.03693068e-01       2.11172388e-01      -1.99705274e-01       7.68650751e-02      -4.27766983e-01       2.67738894e-03
        5.66562229e+01       9.04439410e-01       2.06891111e-01      -1.99674482e-01       7.24117918e-02      -4.28537527e-01       3.48146286e-03
        5.66662223e+01       9.05141181e-01       2.02602368e-01      -1.99635652e-01       6.79505026e-02      -4.29260258e-01       4.28490371e-03
        5.66762216e+01       9.05798304e-01       1.98306638e-01      -1.99588792e-01       6.34817331e-02      -4.29935095e-01       5.08762897e-03
        5.66862209e+01       9.06410708e-01       1.94004399e-01      -1.99533909e-01       5.90060102e-02      -4.30561963e-01       5.88955633e-03
        5.66962203e+01       9.06978324e-01       1.89696133e-01      -1.99471011e-01       5.45238613e-02      -4.31140794e-01       6.69060367e-03
        5.67062196e+01       9.07501092e-01       1.85382319e-01      -1.99400109e-01       5.00358147e-02      -4.31671527e-01       7.49068913e-03
        5.67162189e+01       9.07978956e-01       1.81063438e-01      -1.99321211e-01       4.55423994e-02      -4.32154105e-01       8.28973111e-03
        5.67262183e+01       9.08411864e-01       1.76739973e-01      -1.99234329e-01       4.10441446e-02      -4.32588480e-01       9.08764829e-03
        5.67362176e+01       9.08799770e-01       1.72412406e-01      -1.99139474e-01       3.65415804e-02      -4.32974609e-01       9.88435966e-03
        5.67462169e+01       9.09142634e-01       1.68081219e-01      -1.99036659e-01       3.20352370e-02      -4.33312457e-01       1.06797845e-02
        5.67562163e+01       9.09440421e-01       1.63746896e-01      -1.98925897e-01       2.75256450e-02      -4.33601995e-01       1.14738426e-02
        5.67662156e+01       9.09693101e-01       1.59409919e-01      -1.98807202e-01       2.30133349e-02      -4.33843198e-01       1.22664539e-02
        5.67762149e+01       9.09900650e-01       1.55070772e-01      -1.98680590e-01       1.84988378e-02      -4.34036051e-01       1.30575388e-02
        5.67862143e+01       9.10063048e-01       1.50729938e-01      -1.98546074e-01       1.39826844e-02      -4.34180544e-01       1.38470183e-02
        5.67962136e+01       9.10180281e-01       1.46387901e-01      -1.98403673e-01       9.46540546e-03      -4.34276673e-01       1.46348135e-02
        5.68062129e+01       9.10252341e-01       1.42045144e-01      -1.98253404e-01       4.94753160e-03      -4.34324440e-01       1.54208463e-02
        5.68162123e+01       9.10279225e-01       1.37702152e-01      -1.98095283e-01       4.29593141e-04      -4.34323856e-01       1.62050387e-02
        5.68262116e+01       9.10260934e-01       1.33359407e-01      -1.97929331e-01      -4.08787991e-03      -4.34274936e-01       1.69873136e-02
        5.68362109e+01       9.10197476e-01       1.29017393e-01      -1.97755566e-01      -8.60435799e-03      -4.34177703e-01       1.77675942e-02
        5.68462103e+01       9.10088863e-01       1.24676593e-01      -1.97574010e-01      -1.31193121e-02      -4.34032184e-01       1.85458041e-02
        5.68562096e+01       9.09935114e-01       1.20337489e-01      -1.97384682e-01      -1.76322137e-02      -4.33838415e-01       1.93218678e-02
        5.68662089e+01       9.09736251e-01       1.16000564e-01      -1.97187605e-01      -2.21425350e-02      -4.33596437e-01       2.00957101e-02
        5.68762083e+01       9.09492303e-01       1.11666299e-01      -1.96982802e-01      -2.66497492e-02      -4.33306299e-01       2.08672565e-02
        5.68862076e+01       9.09203304e-01       1.07335176e-01      -1.96770296e-01      -3.11533301e-02      -4.32968053e-01       2.16364330e-02
        5.68962069e+01       9.08869292e-01       1.03007675e-01      -1.96550111e-01      -3.56527525e-02      -4.32581760e-01       2.24031664e-02
        5.69062063e+01       9.08490312e-01       9.86842775e-02      -1.96322271e-01      -4.01474922e-02      -4.32147488e-01       2.31673841e-02
        5.69162056e+01       9.08066413e-01       9.43654615e-02      -1.96086802e-01      -4.46370263e-02      -4.31665308e-01       2.39290141e-02
        5.69262049e+01       9.07597650e-01       9.00517063e-02      -1.95843731e-01      -4.91208329e-02      -4.31135300e-01       2.46879851e-02
        5.69362043e+01       9.07084083e-01       8.57434895e-02      -1.95593085e-01      -5.35983914e-02      -4.30557550e-01       2.54442265e-02
        5.69462036e+01       9.06525776e-01       8.14412881e-02      -1.95334890e-01      -5.80691827e-02      -4.29932148e-01       2.61976685e-02
        5.69562029e+01       9.05922801e-01       7.71455782e-02      -1.95069176e-01      -6.25326891e-02      -4.29259193e-01       2.69482419e-02
        5.69662023e+01       9.05275232e-01       7.28568347e-02      -1.94795971e-01      -6.69883942e-02      -4.28538789e-01       2.76958784e-02
        5.69762016e+01       9.04583150e-01       6.85755316e-02      -1.94515305e-01      -7.14357834e-02      -4.27771044e-01       2.84405104e-02
        5.69862009e+01       9.03846641e-01       6.43021416e-02      -1.94227209e-01      -7.58743439e-02      -4.26956076e-01       2.91820710e-02
        5.69962003e+01       9.03065795e-01       6.00371363e-02      -1.93931713e-01      -8.03035645e-02      -4.26094006e-01       2.99204941e-02
        5.70061996e+01       9.02240709e-01       5.57809861e-02      -1.93628850e-01      -8.47229358e-02      -4.25184961e-01       3.06557147e-02
        5.70161989e+01       9.01371484e-01       5.15341601e-02      -1.93318651e-01      -8.91319503e-02      -4.24229077e-01       3.13876683e-02
        5.70261983e+01       9.00458225e-01       4.72971258e-02      -1.93001149e-01      -9.35301026e-02      -4.23226492e-01       3.21162914e-02
        5.70361976e+01       8.99501045e-01       4.30703497e-02      -1.92676379e-01      -9.79168894e-02      -4.22177353e-01       3.28415212e-02
        5.70461969e+01       8.98500058e-01       3.88542963e-02      -1.92344374e-01      -1.02291809e-01      -4.21081810e-01       3.35632960e-02
        5.70561963e+01       8.97455386e-01       3.46494290e-02      -1.92005169e-01      -1.06654364e-01      -4.19940022e-01       3.42815549e-02
        5.70661956e+01       8.96367156e-01       3.04562094e-02      -1.91658801e-01      -1.11004055e-01      -4.18752150e-01       3.49962378e-02
        5.70761949e+01       8.95235497e-01       2.62750973e-02      -1.91305303e-01      -1.15340390e-01      -4.17518364e-01       3.57072856e-02
        5.70861943e+01       8.94060548e-01       2.21065512e-02      -1.90944715e-01      -1.19662876e-01      -4.16238838e-01       3.64146401e-02
        5.70961936e+01       8.92842447e-01       1.79510274e-02      -1.90577072e-01      -1.23971023e-01      -4.14913752e-01       3.71182441e-02
        5.71061929e+01       8.91581342e-01       1.38089806e-02      -1.90202412e-01      -1.28264345e-01      -4.13543291e-01       3.78180412e-02
        5.71161923e+01       8.90277382e-01       9.68086354e-03      -1.89820774e-01      -1.32542358e-01      -4.12127646e-01       3.85139760e-02
        5.71261916e+01       8.88930724e-01       5.56712708e-03      -1.89432197e-01      -1.36804580e-01      -4.10667015e-01       3.92059943e-02
        5.71361909e+01       8.87541527e-01       1.46822004e-03      -1.89036720e-01      -1.41050531e-01      -4.09161598e-01       3.98940426e-02
        5.71461903e+01       8.86109957e-01      -2.61541078e-03      -1.88634383e-01      -1.45279737e-01      -4.07611603e-01       4.05780684e-02
        5.71561896e+01       8.84636184e-01      -6.68332069e-03      -1.88225226e-01      -1.49491723e-01      -4.06017242e-01       4.12580203e-02
        5.71661889e+01       8.83120381e-01      -1.07350671e-02      -1.87809291e-01      -1.53686020e-01      -4.04378733e-01       4.19338479e-02
        5.71761883e+01       8.81562729e-01      -1.47702098e-02      -1.87386619e-01      -1.57862161e-01      -4.02696299e-01       4.26055019e-02
        5.71861876e+01       8.79963410e-01      -1.87883106e-02      -1.86957252e-01      -1.62019682e-01      -4.00970168e-01       4.32729338e-02
        5.71961869e+01       8.78322615e-01      -2.27889337e-02      -1.86521232e-01      -1.66158121e-01      -3.99200574e-01       4.39360963e-02
        5.72061863e+01       8.76640535e-01      -2.67716458e-02      -1.86078603e-01      -1.70277020e-01      -3.97387754e-01       4.45949431e-02
        5.72161856e+01       8.74917368e-01      -3.07360157e-02      -1.85629407e-01      -1.74375927e-01      -3.95531952e-01       4.52494290e-02
        5.72261849e+01       8.73153317e-01      -3.46816150e-02      -1.85173689e-01      -1.78454388e-01      -3.93633416e-01       4.58995096e-02
        5.72361843e+01       8.71348588e-01      -3.86080176e-02      -1.84711493e-01      -1.82511957e-01      -3.91692399e-01       4.65451420e-02
        5.72461836e+01       8.69503392e-01      -4.25148000e-02      -1.84242864e-01      -1.86548188e-01      -3.89709158e-01       4.71862841e-02
        5.72561829e+01       8.67617945e-01      -4.64015414e-02      -1.83767845e-01      -1.90562641e-01      -3.87683957e-01       4.78228947e-02
        5.72661823e+01       8.65692467e-01      -5.02678233e-02      -1.83286485e-01      -1.94554879e-01      -3.85617062e-01       4.84549341e-02
        5.72761816e+01       8.63727183e-01      -5.41132304e-02      -1.82798827e-01      -1.98524467e-01      -3.83508745e-01       4.90823634e-02
        5.72861809e+01       8.61722320e-01      -5.79373498e-02      -1.82304918e-01      -2.02470975e-01      -3.81359283e-01       4.97051448e-02
        5.72961803e+01       8.59678111e-01      -6.17397714e-02      -1.81804806e-01      -2.06393977e-01      -3.79168957e-01       5.03232417e-02
        5.73061796e+01       8.57594795e-01      -6.55200881e-02      -1.81298536e-01      -2.10293049e-01      -3.76938051e-01       5.09366185e-02
        5.73161789e+01       8.55472612e-01      -6.92778956e-02      -1.80786157e-01      -2.14167772e-01      -3.74666857e-01       5.15452407e-02
        5.73261783e+01       8.53311808e-01      -7.30127924e-02      -1.80267716e-01      -2.18017731e-01      -3.72355667e-01       5.21490751e-02
        5.73361776e+01       8.51112632e-01      -7.67243802e-02      -1.79743261e-01      -2.21842514e-01      -3.70004781e-01       5.27480893e-02
        5.73461769e+01       8.48875339e-01      -8.04122635e-02      -1.79212841e-01      -2.25641714e-01      -3.67614501e-01       5.33422523e-02
        5.73561763e+01       8.46600185e-01      -8.40760498e-02      -1.78676504e-01      -2.29414926e-01      -3.65185133e-01       5.39315338e-02
        5.73661756e+01       8.44287434e-01      -8.77153500e-02      -1.78134298e-01      -2.33161752e-01      -3.62716988e-01       5.45159052e-02
        5.73761749e+01       8.41937350e-01      -9.13297778e-02      -1.77586275e-01      -2.36881794e-01      -3.60210382e-01       5.50953384e-02
        5.73861743e+01       8.39550204e-01      -9.49189502e-02      -1.77032482e-01      -2.40574662e-01      -3.57665633e-01       5.56698069e-02
        5.73961736e+01       8.37126270e-01      -9.84824875e-02      -1.76472969e-01      -2.44239967e-01      -3.55083063e-01       5.62392850e-02
        5.74061729e+01       8.34665824e-01      -1.02020013e-01      -1.75907788e-01      -2.47877326e-01      -3.52462999e-01       5.68037482e-02
        5.74161723e+01       8.32169148e-01      -1.05531154e-01      -1.75336987e-01      -2.51486359e-01      -3.49805771e-01       5.73631732e-02
        5.74261716e+01       8.29636528e-01      -1.09015539e-01      -1.74760618e-01      -2.55066691e-01      -3.47111714e-01       5.79175378e-02
        5.74361709e+01       8.27068251e-01      -1.12472804e-01      -1.74178730e-01      -2.58617951e-01      -3.44381164e-01       5.84668207e-02
        5.74461703e+01       8.24464611e-01      -1.15902583e-01      -1.73591376e-01      -2.62139772e-01      -3.41614464e-01       5.90110019e-02
        5.74561696e+01       8.21825905e-01      -1.19304518e-01      -1.72998606e-01      -2.65631791e-01      -3.38811956e-01       5.95500626e-02
        5.74661689e+01       8.19152430e-01      -1.22678252e-01      -1.72400471e-01      -2.69093650e-01      -3.35973991e-01       6.00839849e-02
        5.74761683e+01       8.16444492e-01      -1.26023433e-01      -1.71797024e-01      -2.72524994e-01      -3.33100918e-01       6.06127520e-02
        5.74861676e+01       8.13702397e-01      -1.29339711e-01      -1.71188314e-01      -2.75925475e-01      -3.30193094e-01       6.11363484e-02
        5.74961669e+01       8.10926454e-01      -1.32626740e-01      -1.70574395e-01      -2.79294747e-01      -3.27250875e-01       6.16547595e-02
        5.75061663e+01       8.08116979e-01      -1.35884178e-01      -1.69955319e-01      -2.82632468e-01      -3.24274623e-01       6.21679718e-02
        5.75161656e+01       8.05274288e-01      -1.39111688e-01      -1.69331136e-01      -2.85938302e-01      -3.21264703e-01       6.26759731e-02
        5.75261649e+01       8.02398702e-01      -1.42308933e-01      -1.68701900e-01      -2.89211918e-01      -3.18221482e-01       6.31787521e-02
        5.75361643e+01       7.99490544e-01      -1.45475583e-01      -1.68067663e-01      -2.92452987e-01      -3.15145330e-01       6.36762986e-02
        5.75461636e+01       7.96550142e-01      -1.48611311e-01      -1.67428477e-01      -2.95661187e-01      -3.12036621e-01       6.41686034e-02
        5.75561629e+01       7.93577825e-01      -1.51715793e-01      -1.66784394e-01      -2.98836198e-01      -3.08895731e-01       6.46556586e-02
        5.75661623e+01       7.90573928e-01      -1.54788708e-01      -1.66135467e-01      -3.01977707e-01      -3.05723038e-01       6.51374572e-02
        5.75761616e+01       7.87538786e-01      -1.57829741e-01      -1.65481749e-01      -3.05085404e-01      -3.02518925e-01       6.56139932e-02
        5.75861609e+01       7.84472740e-01      -1.60838580e-01      -1.64823292e-01      -3.08158983e-01      -2.99283777e-01       6.60852619e-02
        5.75961603e+01       7.81376132e-01      -1.63814915e-01      -1.64160150e-01      -3.11198145e-01      -2.96017980e-01       6.65512593e-02
        5.76061596e+01       7.78249308e-01      -1.66758444e-01      -1.63492373e-01      -3.14202594e-01      -2.92721923e-01       6.70119828e-02
        5.76161589e+01       7.75092616e-01      -1.69668864e-01      -1.62820017e-01      -3.17172037e-01      -2.89396000e-01       6.74674306e-02
        5.76261583e+01       7.71906408e-01      -1.72545880e-01      -1.62143132e-01      -3.20106189e-01      -2.86040604e-01       6.79176019e-02
        5.76361576e+01       7.68691037e-01      -1.75389198e-01      -1.61461773e-01      -3.23004767e-01      -2.82656133e-01       6.83624972e-02
        5.76461569e+01       7.65446862e-01      -1.78198530e-01      -1.60775991e-01      -3.25867493e-01      -2.79242986e-01       6.88021177e-02
        5.76561563e+01       7.62174242e-01      -1.80973591e-01      -1.60085840e-01      -3.28694096e-01      -2.75801565e-01       6.92364657e-02
        5.76661556e+01       7.58873540e-01      -1.83714101e-01      -1.59391372e-01      -3.31484306e-01      -2.72332273e-01       6.96655445e-02
        5.76761549e+01       7.55545120e-01      -1.86419782e-01      -1.58692639e-01      -3.34237860e-01      -2.68835516e-01       7.00893586e-02
        5.76861543e+01       7.52189351e-01      -1.89090362e-01      -1.57989696e-01      -3.36954500e-01      -2.65311702e-01       7.05079131e-02
        5.76961536e+01       7.48806603e-01      -1.91725573e-01      -1.57282593e-01      -3.39633971e-01      -2.61761241e-01       7.09212143e-02
        5.77061529e+01       7.45397250e-01      -1.94325151e-01      -1.56571383e-01      -3.42276023e-01      -2.58184545e-01       7.13292694e-02
        5.77161523e+01       7.41961665e-01      -1.96888834e-01      -1.55856120e-01      -3.44880412e-01      -2.54582029e-01       7.17320867e-02
        5.77261516e+01       7.38500227e-01      -1.99416367e-01      -1.55136855e-01      -3.47446897e-01      -2.50954106e-01       7.21296751e-02
        5.77361509e+01       7.35013317e-01      -2.01907498e-01      -1.54413640e-01      -3.49975244e-01      -2.47301196e-01       7.25220448e-02
        5.77461503e+01       7.31501317e-01      -2.04361979e-01      -1.53686528e-01      -3.52465221e-01      -2.43623718e-01       7.29092068e-02
        5.77561496e+01       7.27964611e-01      -2.06779567e-01      -1.52955570e-01      -3.54916602e-01      -2.39922091e-01       7.32911728e-02
        5.77661489e+01       7.24403588e-01      -2.09160022e-01      -1.52220819e-01      -3.57329165e-01      -2.36196740e-01       7.36679557e-02
        5.77761483e+01       7.20818635e-01      -2.11503109e-01      -1.51482327e-01      -3.59702695e-01      -2.32448087e-01       7.40395692e-02
        5.77861476e+01       7.17210144e-01      -2.13808598e-01      -1.50740144e-01      -3.62036980e-01      -2.28676558e-01       7.44060278e-02
        5.77961469e+01       7.13578509e-01      -2.16076261e-01      -1.49994322e-01      -3.64331811e-01      -2.24882582e-01       7.47673469e-02
        5.78061463e+01       7.09924126e-01      -2.18305876e-01      -1.49244914e-01      -3.66586986e-01      -2.21066585e-01       7.51235428e-02
        5.78161456e+01       7.06247391e-01      -2.20497226e-01      -1.48491969e-01      -3.68802308e-01      -2.17228997e-01       7.54746327e-02
        5.78261449e+01       7.02548705e-01      -2.22650096e-01      -1.47735539e-01      -3.70977583e-01      -2.13370251e-01       7.58206346e-02
        5.78361443e+01       6.98828468e-01      -2.24764277e-01      -1.46975674e-01      -3.73112623e-01      -2.09490778e-01       7.61615671e-02
        5.78461436e+01       6.95087084e-01      -2.26839565e-01      -1.46212426e-01      -3.75207244e-01      -2.05591011e-01       7.64974500e-02
        5.78561429e+01       6.91324959e-01      -2.28875757e-01      -1.45445844e-01      -3.77261267e-01      -2.01671386e-01       7.68283036e-02
        5.78661423e+01       6.87542498e-01      -2.30872659e-01      -1.44675979e-01      -3.79274518e-01      -1.97732338e-01       7.71541492e-02
        5.78761416e+01       6.83740111e-01      -2.32830077e-01      -1.43902880e-01      -3.81246826e-01      -1.93774303e-01       7.74750086e-02
        5.78861409e+01       6.79918207e-01      -2.34747825e-01      -1.43126598e-01      -3.83178027e-01      -1.89797720e-01       7.77909048e-02
        5.78961403e+01       6.76077198e-01      -2.36625718e-01      -1.42347182e-01      -3.85067961e-01      -1.85803027e-01       7.81018611e-02
        5.79061396e+01       6.72217499e-01      -2.38463579e-01      -1.41564682e-01      -3.86916471e-01      -1.81790664e-01       7.84079018e-02
        5.79161389e+01       6.68339523e-01      -2.40261232e-01      -1.40779145e-01      -3.88723407e-01      -1.77761071e-01       7.87090519e-02
        5.79261383e+01       6.64443688e-01      -2.42018507e-01      -1.39990622e-01      -3.90488622e-01      -1.73714689e-01       7.90053371e-02
        5.79361376e+01       6.60530411e-01      -2.43735239e-01      -1.39199160e-01      -3.92211974e-01      -1.69651960e-01       7.92967838e-02
        5.79461369e+01       6.56600112e-01      -2.45411267e-01      -1.38404808e-01      -3.93893326e-01      -1.65573327e-01       7.95834190e-02
