# Giai bai toan bay tu bang RK4
#
#                    t                    x                    y                    z                  v_x                  v_y                  v_z
        1.38470769e+02      -2.84538183e-02       6.15543312e-01      -1.29336597e-01       2.23706079e-01       3.62926413e-01      -8.44985746e-02
        1.38480768e+02      -2.61981591e-02       6.19160914e-01      -1.30180563e-01       2.27452200e-01       3.60635766e-01      -8.43050480e-02
        1.38490767e+02      -2.39051510e-02       6.22755417e-01      -1.31022572e-01       2.31176299e-01       3.58306401e-01      -8.41073230e-02
        1.38500767e+02      -2.15750161e-02       6.26326436e-01      -1.31862583e-01       2.34877973e-01       3.55938518e-01      -8.39053595e-02
        1.38510766e+02      -1.92079807e-02       6.29873585e-01      -1.32700553e-01       2.38556816e-01       3.53532323e-01      -8.36991178e-02
        1.38520765e+02      -1.68042753e-02       6.33396484e-01      -1.33536439e-01       2.42212425e-01       3.51088025e-01      -8.34885585e-02
        1.38530765e+02      -1.43641339e-02       6.36894751e-01      -1.34370198e-01       2.45844400e-01       3.48605839e-01      -8.32736427e-02
        1.38540764e+02      -1.18877951e-02       6.40368010e-01      -1.35201786e-01       2.49452341e-01       3.46085983e-01      -8.30543320e-02
        1.38550763e+02      -9.37550114e-03       6.43815885e-01      -1.36031159e-01       2.53035849e-01       3.43528678e-01      -8.28305885e-02
        1.38560763e+02      -6.82749827e-03       6.47238002e-01      -1.36858273e-01       2.56594527e-01       3.40934152e-01      -8.26023746e-02
        1.38570762e+02      -4.24403678e-03       6.50633990e-01      -1.37683082e-01       2.60127981e-01       3.38302636e-01      -8.23696534e-02
        1.38580761e+02      -1.62537085e-03       6.54003481e-01      -1.38505541e-01       2.63635817e-01       3.35634365e-01      -8.21323882e-02
        1.38590761e+02       1.02824138e-03       6.57346108e-01      -1.39325605e-01       2.67117643e-01       3.32929578e-01      -8.18905432e-02
        1.38600760e+02       3.71653788e-03       6.60661508e-01      -1.40143227e-01       2.70573069e-01       3.30188519e-01      -8.16440828e-02
        1.38610759e+02       6.43925274e-03       6.63949318e-01      -1.40958362e-01       2.74001708e-01       3.27411435e-01      -8.13929721e-02
        1.38620759e+02       9.19611616e-03       6.67209181e-01      -1.41770962e-01       2.77403173e-01       3.24598580e-01      -8.11371768e-02
        1.38630758e+02       1.19868545e-02       6.70440739e-01      -1.42580982e-01       2.80777079e-01       3.21750209e-01      -8.08766630e-02
        1.38640757e+02       1.48111903e-02       6.73643638e-01      -1.43388372e-01       2.84123045e-01       3.18866583e-01      -8.06113975e-02
        1.38650757e+02       1.76688422e-02       6.76817528e-01      -1.44193086e-01       2.87440689e-01       3.15947967e-01      -8.03413478e-02
        1.38660756e+02       2.05595252e-02       6.79962061e-01      -1.44995076e-01       2.90729634e-01       3.12994630e-01      -8.00664817e-02
        1.38670755e+02       2.34829503e-02       6.83076889e-01      -1.45794293e-01       2.93989502e-01       3.10006846e-01      -7.97867679e-02
        1.38680755e+02       2.64388251e-02       6.86161670e-01      -1.46590689e-01       2.97219921e-01       3.06984890e-01      -7.95021757e-02
        1.38690754e+02       2.94268531e-02       6.89216065e-01      -1.47384214e-01       3.00420517e-01       3.03929046e-01      -7.92126750e-02
        1.38700753e+02       3.24467343e-02       6.92239734e-01      -1.48174820e-01       3.03590921e-01       3.00839599e-01      -7.89182364e-02
        1.38710753e+02       3.54981649e-02       6.95232344e-01      -1.48962457e-01       3.06730766e-01       2.97716839e-01      -7.86188310e-02
        1.38720752e+02       3.85808376e-02       6.98193564e-01      -1.49747075e-01       3.09839687e-01       2.94561061e-01      -7.83144309e-02
        1.38730751e+02       4.16944412e-02       7.01123064e-01      -1.50528624e-01       3.12917320e-01       2.91372562e-01      -7.80050088e-02
        1.38740751e+02       4.48386613e-02       7.04020519e-01      -1.51307054e-01       3.15963305e-01       2.88151645e-01      -7.76905379e-02
        1.38750750e+02       4.80131794e-02       7.06885605e-01      -1.52082315e-01       3.18977284e-01       2.84898616e-01      -7.73709924e-02
        1.38760749e+02       5.12176738e-02       7.09718005e-01      -1.52854354e-01       3.21958903e-01       2.81613787e-01      -7.70463471e-02
        1.38770749e+02       5.44518192e-02       7.12517401e-01      -1.53623122e-01       3.24907808e-01       2.78297472e-01      -7.67165777e-02
        1.38780748e+02       5.77152866e-02       7.15283480e-01      -1.54388566e-01       3.27823649e-01       2.74949991e-01      -7.63816606e-02
        1.38790747e+02       6.10077437e-02       7.18015931e-01      -1.55150636e-01       3.30706078e-01       2.71571665e-01      -7.60415728e-02
        1.38800747e+02       6.43288547e-02       7.20714449e-01      -1.55909279e-01       3.33554751e-01       2.68162823e-01      -7.56962924e-02
        1.38810746e+02       6.76782804e-02       7.23378730e-01      -1.56664443e-01       3.36369326e-01       2.64723795e-01      -7.53457981e-02
        1.38820745e+02       7.10556780e-02       7.26008473e-01      -1.57416077e-01       3.39149463e-01       2.61254916e-01      -7.49900695e-02
        1.38830745e+02       7.44607015e-02       7.28603381e-01      -1.58164127e-01       3.41894826e-01       2.57756527e-01      -7.46290871e-02
        1.38840744e+02       7.78930017e-02       7.31163162e-01      -1.58908542e-01       3.44605083e-01       2.54228969e-01      -7.42628322e-02
        1.38850743e+02       8.13522256e-02       7.33687526e-01      -1.59649267e-01       3.47279902e-01       2.50672591e-01      -7.38912867e-02
        1.38860743e+02       8.48380175e-02       7.36176185e-01      -1.60386251e-01       3.49918956e-01       2.47087742e-01      -7.35144339e-02
        1.38870742e+02       8.83500179e-02       7.38628857e-01      -1.61119440e-01       3.52521921e-01       2.43474780e-01      -7.31322575e-02
        1.38880741e+02       9.18878645e-02       7.41045263e-01      -1.61848781e-01       3.55088475e-01       2.39834062e-01      -7.27447423e-02
        1.38890741e+02       9.54511916e-02       7.43425127e-01      -1.62574220e-01       3.57618302e-01       2.36165951e-01      -7.23518739e-02
        1.38900740e+02       9.90396303e-02       7.45768177e-01      -1.63295704e-01       3.60111086e-01       2.32470815e-01      -7.19536391e-02
        1.38910739e+02       1.02652809e-01       7.48074145e-01      -1.64013179e-01       3.62566515e-01       2.28749023e-01      -7.15500253e-02
        1.38920739e+02       1.06290352e-01       7.50342765e-01      -1.64726591e-01       3.64984283e-01       2.25000952e-01      -7.11410210e-02
        1.38930738e+02       1.09951881e-01       7.52573778e-01      -1.65435887e-01       3.67364084e-01       2.21226978e-01      -7.07266156e-02
        1.38940737e+02       1.13637016e-01       7.54766925e-01      -1.66141011e-01       3.69705616e-01       2.17427485e-01      -7.03067994e-02
        1.38950737e+02       1.17345372e-01       7.56921954e-01      -1.66841911e-01       3.72008584e-01       2.13602857e-01      -6.98815638e-02
        1.38960736e+02       1.21076562e-01       7.59038615e-01      -1.67538531e-01       3.74272691e-01       2.09753486e-01      -6.94509012e-02
        1.38970735e+02       1.24830196e-01       7.61116663e-01      -1.68230818e-01       3.76497649e-01       2.05879764e-01      -6.90148047e-02
        1.38980735e+02       1.28605882e-01       7.63155856e-01      -1.68918717e-01       3.78683170e-01       2.01982088e-01      -6.85732688e-02
        1.38990734e+02       1.32403223e-01       7.65155957e-01      -1.69602174e-01       3.80828971e-01       1.98060859e-01      -6.81262886e-02
        1.39000733e+02       1.36221820e-01       7.67116732e-01      -1.70281134e-01       3.82934773e-01       1.94116481e-01      -6.76738606e-02
        1.39010733e+02       1.40061273e-01       7.69037952e-01      -1.70955543e-01       3.85000301e-01       1.90149363e-01      -6.72159822e-02
        1.39020732e+02       1.43921178e-01       7.70919391e-01      -1.71625346e-01       3.87025282e-01       1.86159916e-01      -6.67526516e-02
        1.39030731e+02       1.47801127e-01       7.72760829e-01      -1.72290489e-01       3.89009451e-01       1.82148555e-01      -6.62838683e-02
        1.39040731e+02       1.51700711e-01       7.74562048e-01      -1.72950917e-01       3.90952542e-01       1.78115698e-01      -6.58096328e-02
        1.39050730e+02       1.55619519e-01       7.76322835e-01      -1.73606576e-01       3.92854297e-01       1.74061768e-01      -6.53299467e-02
        1.39060729e+02       1.59557135e-01       7.78042982e-01      -1.74257411e-01       3.94714461e-01       1.69987190e-01      -6.48448124e-02
        1.39070729e+02       1.63513142e-01       7.79722285e-01      -1.74903367e-01       3.96532781e-01       1.65892393e-01      -6.43542338e-02
        1.39080728e+02       1.67487121e-01       7.81360543e-01      -1.75544391e-01       3.98309012e-01       1.61777809e-01      -6.38582156e-02
        1.39090727e+02       1.71478650e-01       7.82957561e-01      -1.76180428e-01       4.00042910e-01       1.57643873e-01      -6.33567636e-02
        1.39100727e+02       1.75487304e-01       7.84513147e-01      -1.76811424e-01       4.01734237e-01       1.53491025e-01      -6.28498847e-02
        1.39110726e+02       1.79512657e-01       7.86027115e-01      -1.77437324e-01       4.03382759e-01       1.49319706e-01      -6.23375870e-02
        1.39120725e+02       1.83554278e-01       7.87499282e-01      -1.78058075e-01       4.04988247e-01       1.45130362e-01      -6.18198797e-02
        1.39130725e+02       1.87611737e-01       7.88929470e-01      -1.78673621e-01       4.06550476e-01       1.40923441e-01      -6.12967729e-02
        1.39140724e+02       1.91684601e-01       7.90317506e-01      -1.79283910e-01       4.08069224e-01       1.36699394e-01      -6.07682781e-02
        1.39150723e+02       1.95772432e-01       7.91663220e-01      -1.79888888e-01       4.09544277e-01       1.32458677e-01      -6.02344077e-02
        1.39160723e+02       1.99874794e-01       7.92966449e-01      -1.80488500e-01       4.10975423e-01       1.28201745e-01      -5.96951755e-02
        1.39170722e+02       2.03991246e-01       7.94227032e-01      -1.81082694e-01       4.12362456e-01       1.23929061e-01      -5.91505960e-02
        1.39180721e+02       2.08121346e-01       7.95444814e-01      -1.81671416e-01       4.13705173e-01       1.19641087e-01      -5.86006852e-02
        1.39190721e+02       2.12264649e-01       7.96619645e-01      -1.82254612e-01       4.15003377e-01       1.15338290e-01      -5.80454601e-02
        1.39200720e+02       2.16420711e-01       7.97751378e-01      -1.82832230e-01       4.16256878e-01       1.11021139e-01      -5.74849389e-02
        1.39210719e+02       2.20589082e-01       7.98839873e-01      -1.83404216e-01       4.17465487e-01       1.06690105e-01      -5.69191409e-02
        1.39220719e+02       2.24769314e-01       7.99884993e-01      -1.83970519e-01       4.18629022e-01       1.02345664e-01      -5.63480865e-02
        1.39230718e+02       2.28960954e-01       8.00886607e-01      -1.84531086e-01       4.19747306e-01       9.79882924e-02      -5.57717973e-02
        1.39240717e+02       2.33163549e-01       8.01844587e-01      -1.85085863e-01       4.20820167e-01       9.36184701e-02      -5.51902961e-02
        1.39250717e+02       2.37376644e-01       8.02758811e-01      -1.85634801e-01       4.21847438e-01       8.92366798e-02      -5.46036067e-02
        1.39260716e+02       2.41599783e-01       8.03629163e-01      -1.86177846e-01       4.22828957e-01       8.48434063e-02      -5.40117543e-02
        1.39270715e+02       2.45832506e-01       8.04455530e-01      -1.86714947e-01       4.23764567e-01       8.04391369e-02      -5.34147649e-02
        1.39280715e+02       2.50074356e-01       8.05237804e-01      -1.87246053e-01       4.24654117e-01       7.60243615e-02      -5.28126661e-02
        1.39290714e+02       2.54324869e-01       8.05975882e-01      -1.87771113e-01       4.25497460e-01       7.15995721e-02      -5.22054862e-02
        1.39300713e+02       2.58583583e-01       8.06669668e-01      -1.88290076e-01       4.26294456e-01       6.71652631e-02      -5.15932549e-02
        1.39310713e+02       2.62850034e-01       8.07319068e-01      -1.88802892e-01       4.27044970e-01       6.27219309e-02      -5.09760031e-02
        1.39320712e+02       2.67123758e-01       8.07923995e-01      -1.89309511e-01       4.27748871e-01       5.82700743e-02      -5.03537627e-02
        1.39330711e+02       2.71404286e-01       8.08484365e-01      -1.89809884e-01       4.28406036e-01       5.38101939e-02      -4.97265668e-02
        1.39340711e+02       2.75691151e-01       8.09000102e-01      -1.90303960e-01       4.29016344e-01       4.93427927e-02      -4.90944497e-02
        1.39350710e+02       2.79983884e-01       8.09471132e-01      -1.90791691e-01       4.29579684e-01       4.48683751e-02      -4.84574467e-02
        1.39360709e+02       2.84282015e-01       8.09897388e-01      -1.91273028e-01       4.30095946e-01       4.03874480e-02      -4.78155945e-02
        1.39370709e+02       2.88585072e-01       8.10278807e-01      -1.91747923e-01       4.30565029e-01       3.59005195e-02      -4.71689307e-02
        1.39380708e+02       2.92892584e-01       8.10615332e-01      -1.92216328e-01       4.30986837e-01       3.14081000e-02      -4.65174942e-02
        1.39390707e+02       2.97204077e-01       8.10906910e-01      -1.92678195e-01       4.31361279e-01       2.69107011e-02      -4.58613248e-02
        1.39400707e+02       3.01519076e-01       8.11153495e-01      -1.93133478e-01       4.31688270e-01       2.24088362e-02      -4.52004636e-02
        1.39410706e+02       3.05837108e-01       8.11355044e-01      -1.93582129e-01       4.31967730e-01       1.79030204e-02      -4.45349529e-02
        1.39420705e+02       3.10157696e-01       8.11511520e-01      -1.94024102e-01       4.32199587e-01       1.33937700e-02      -4.38648359e-02
