Ket qua tinh toan he phuong trinh sau 999 lan lap:

####################################################################################################

    i             F1              F2              f5              F3              f2              f3              f1              f4               sai_so
  713   -0.000000000 151397004090345843180151553730084275549117678034090180095734857064722724210052354224498372656942658263086483217760057468182696413535289702669867615950785993913051388588326912.000000000 -151397004090345843180151553730084275549117678034090180095734857064722724210052354224498372656942658263086483217760057468182696413535289702669867615950785993913051388588326912.000000000 -370845408607405009863487306261271711492689649905474237886466186376665439690616208555342246227438527399468810316351162738146958871816075994469622702007423878044776820593655808.000000000 262227303198192147387522917486472729576695433223756588123823047212449875412871222568254584067582053779983888671385753836731061547057816815021748204719105168080136585491775488.000000000 10000.000000000 524454606396384294775045834972945459153390866447513176247646094424899750825742445136509168135164107559967777342771507673462123094115633630043496409438210336160273170983550976.000000000 -454191012271037529540454661190252826647353034102270540287204571194168172630157062673495117970827974789259449653280172404548089240605869108009602847852357981739154165764980736.000000000        1.432837e+174
  714   -0.000000000 -262227303198192147387522917486472729576695433223756588123823047212449875412871222568254584067582053779983888671385753836731061547057816815021748204719105168080136585491775488.000000000 262227303198192147387522917486472729576695433223756588123823047212449875412871222568254584067582053779983888671385753836731061547057816815021748204719105168080136585491775488.000000000 642323089461666034324047628383943335693988333571522506252273079570246354166495911815824995243373237906581308598431418107691508632721139100168232445870819870313905499425210368.000000000 -454191012271037529540454661190252826647353034102270540287204571194168172630157062673495117970827974789259449653280172404548089240605869108009602847852357981739154165764980736.000000000 10000.000000000 -908382024542075059080909322380505653294706068204541080574409142388336345260314125346990235941655949578518899306560344809096178481211738216019205695704715963478308331529961472.000000000 786681909594576387244187471414540468874879907020124026215986740490906351082905994220418285021497744359474540722520821691822693509326586148089340616424165003648183427554869248.000000000        2.481746e+174
  715   -0.000000000 454191012271037529540454661190252826647353034102270540287204571194168172630157062673495117970827974789259449653280172404548089240605869108009602847852357981739154165764980736.000000000 -454191012271037529540454661190252826647353034102270540287204571194168172630157062673495117970827974789259449653280172404548089240605869108009602847852357981739154165764980736.000000000 -1112536225822214864835318075649181974912449771762985499192951355690666493604725605212990337138570331256975055074144168759329403219907635092481156112822820132357651475019595776.000000000 786681909594576387244187471414540468874879907020124026215986740490906351082905994220418285021497744359474540722520821691822693509326586148089340616424165003648183427554869248.000000000 10000.000000000 1573363819189152774488374942829080937749759814040248052431973480981812702165811988440836570042995488718949081445041643383645387018653172296178681232848330007296366855109738496.000000000 -1362573036813112478784601421481003040231646317004520144550648911289617967579055841051794419549987090406824098376567637576903285458123878730077000548090772944033009839454027776.000000000        4.298510e+174
  716   -0.000000000 -786681909594576387244187471414540468874879907020124026215986740490906351082905994220418285021497744359474540722520821691822693509326586148089340616424165003648183427554869248.000000000 786681909594576387244187471414540468874879907020124026215986740490906351082905994220418285021497744359474540722520821691822693509326586148089340616424165003648183427554869248.000000000 1926969268384997993135380323062074567371552215412276042445854436417852512188072388478784051367622879758789675212021374686333543634469688706552889342146158609757263840434716672.000000000 -1362573036813112478784601421481003040231646317004520144550648911289617967579055841051794419549987090406824098376567637576903285458123878730077000548090772944033009839454027776.000000000 10000.000000000 -2725146073626224957569202842962006080463292634009040289101297822579235935158111682103588839099974180813648196753135275153806570916247757460154001096181545888066019678908055552.000000000 2360045728783729051895799852153865966914226935758080602336995419179832502937302635692563920701996399117469371584289585438727098264286029850316213853806194009760097624823693312.000000000        7.445238e+174
  717   -0.000000000 1362573036813112478784601421481003040231646317004520144550648911289617967579055841051794419549987090406824098376567637576903285458123878730077000548090772944033009839454027776.000000000 -1362573036813112478784601421481003040231646317004520144550648911289617967579055841051794419549987090406824098376567637576903285458123878730077000548090772944033009839454027776.000000000 -3337608677466644374832429102768035045316523744684373544956924462486226380191346121701589142690717325849016664055886747004506245132335448089539852347535858394704049109376958464.000000000 2360045728783729051895799852153865966914226935758080602336995419179832502937302635692563920701996399117469371584289585438727098264286029850316213853806194009760097624823693312.000000000 10000.000000000 4720091457567458103791599704307731933828453871516161204673990838359665005874605271385127841403992798234938743168579170877454196528572059700632427707612388019520195249647386624.000000000 -4087719110439337216680279140263498241274113380408977481030017129283080802114336829218001389924967603298563793963157153457227891846984179002327385653339716829730124202680254464.000000000        1.289553e+175
  718   -0.000000000 -2360045728783729051895799852153865966914226935758080602336995419179832502937302635692563920701996399117469371584289585438727098264286029850316213853806194009760097624823693312.000000000 2360045728783729051895799852153865966914226935758080602336995419179832502937302635692563920701996399117469371584289585438727098264286029850316213853806194009760097624823693312.000000000 5780907805154993759732615845006712822693831075632245174715633704667784435941386471498970285377874971354460524469518364785518666376021608931755052035505873826902886205622321152.000000000 -4087719110439337216680279140263498241274113380408977481030017129283080802114336829218001389924967603298563793963157153457227891846984179002327385653339716829730124202680254464.000000000 10000.000000000 -8175438220878674433360558280526996482548226760817954962060034258566161604228673658436002779849935206597127587926314306914455783693968358004654771306679433659460248405360508928.000000000 7080137186351186276993299059743554383059378524855909996523267839196405106320585131328164287206014525664774110086685719222253436683308260799334177597688174019804671611743764480.000000000        2.233571e+175
  719   -0.000000000 4087719110439337216680279140263498241274113380408977481030017129283080802114336829218001389924967603298563793963157153457227891846984179002327385653339716829730124202680254464.000000000 -4087719110439337216680279140263498241274113380408977481030017129283080802114336829218001389924967603298563793963157153457227891846984179002327385653339716829730124202680254464.000000000 -10012826032399931806456136563227039859424617810425622919139195759944040536837054201480476215722189970015598985168385685372626948232681601141197861097011963169898715434039902208.000000000 7080137186351186276993299059743554383059378524855909996523267839196405106320585131328164287206014525664774110086685719222253436683308260799334177597688174019804671611743764480.000000000 10000.000000000 14160274372702372553986598119487108766118757049711819993046535678392810212641170262656328574412029051329548220173371438444506873366616521598668355195376348039609343223487528960.000000000 -12263157331318009892652636427354407688455735576390268822114614551163057601360364936154949219974953466520423372557105386183827959321852879503753229032558334470239130082586132480.000000000        3.868659e+175
  720   -0.000000000 -7080137186351186276993299059743554383059378524855909996523267839196405106320585131328164287206014525664774110086685719222253436683308260799334177597688174019804671611743764480.000000000 7080137186351186276993299059743554383059378524855909996523267839196405106320585131328164287206014525664774110086685719222253436683308260799334177597688174019804671611743764480.000000000 17342723415464978643115546044866007915031586379641740092683745858974076100350191087248328431433700899000479559410005983074772424799415340540421764215326397452281794828685017088.000000000 -12263157331318009892652636427354407688455735576390268822114614551163057601360364936154949219974953466520423372557105386183827959321852879503753229032558334470239130082586132480.000000000 10000.000000000 -24526314662636019785305272854708815376911471152780537644229229102326115202720729872309898439949906933040846745114210772367655918643705759007506458065116668940478260165172264960.000000000 21240411559053555316203495192358489078444926444894402747618929844216845708996464290986382962018144890243786311595325009291048877611725467391544676938142890021511529784322031616.000000000        6.700714e+175
  721   -0.000000000 12263157331318009892652636427354407688455735576390268822114614551163057601360364936154949219974953466520423372557105386183827959321852879503753229032558334470239130082586132480.000000000 -12263157331318009892652636427354407688455735576390268822114614551163057601360364936154949219974953466520423372557105386183827959321852879503753229032558334470239130082586132480.000000000 -30038478097199790147203806709372858472174039736766877894491276769773567195563225949944263797766721879920992927508058833554313696040745830913906799508653441452842418725755813888.000000000 21240411559053555316203495192358489078444926444894402747618929844216845708996464290986382962018144890243786311595325009291048877611725467391544676938142890021511529784322031616.000000000 10000.000000000 42480823118107110632406990384716978156889852889788805495237859688433691417992928581972765924036289780487572623190650018582097755223450934783089353876285780043023059568644063232.000000000 -36789471993954026163181507295191048994633997599497479224392969980116803194115803705466737760324961712810734099006584010175772445527359323504801831242753371372814905196849135616.000000000        1.160598e+176
  722   -0.000000000 -21240411559053555316203495192358489078444926444894402747618929844216845708996464290986382962018144890243786311595325009291048877611725467391544676938142890021511529784322031616.000000000 21240411559053555316203495192358489078444926444894402747618929844216845708996464290986382962018144890243786311595325009291048877611725467391544676938142890021511529784322031616.000000000 52028170246394932414570236147725849674361550009251893036100363903549858691085282158746875394701204010250902659565285800848605841960046706614807436791057560318942899435145789440.000000000 -36789471993954026163181507295191048994633997599497479224392969980116803194115803705466737760324961712810734099006584010175772445527359323504801831242753371372814905196849135616.000000000 10000.000000000 -73578943987908052326363014590382097989267995198994958448785939960233606388231607410933475520649923425621468198013168020351544891054718647009603662485506742745629810393698271232.000000000 63721234677160658919057681603331119093868361075336553758955042185905797907058810666962929086854637297230286897456510731121723767958777772161718319104585405988729619251147571200.000000000        2.010214e+176
  723   -0.000000000 36789471993954026163181507295191048994633997599497479224392969980116803194115803705466737760324961712810734099006584010175772445527359323504801831242753371372814905196849135616.000000000 -36789471993954026163181507295191048994633997599497479224392969980116803194115803705466737760324961712810734099006584010175772445527359323504801831242753371372814905196849135616.000000000 -90115434291599359897282214167502053204322491821280651957621209289203592756793804540838461694500469579511370726529980055535806790807639547722346830961195428244819801024539656192.000000000 63721234677160658919057681603331119093868361075336553758955042185905797907058810666962929086854637297230286897456510731121723767958777772161718319104585405988729619251147571200.000000000 10000.000000000 127442469354321317838115363206662238187736722150673107517910084371811595814117621333925858173709274594460573794913021462243447535917555544323436638209170811977459238502295142400.000000000 -110368415981862064430438913938084450700969156279799128705375415246860931142486246704407773682575290391430058222360823437024471606829280710488574070308573585966834775386910359552.000000000        3.481793e+176
  724   -0.000000000 -63721234677160658919057681603331119093868361075336553758955042185905797907058810666962929086854637297230286897456510731121723767958777772161718319104585405988729619251147571200.000000000 63721234677160658919057681603331119093868361075336553758955042185905797907058810666962929086854637297230286897456510731121723767958777772161718319104585405988729619251147571200.000000000 156084510739184776155052296521944504598685395249715715656595849670415358413464099858251966786504219910249491866707464512291548931250944229805675175243642888729413787999981797376.000000000 -110368415981862064430438913938084450700969156279799128705375415246860931142486246704407773682575290391430058222360823437024471606829280710488574070308573585966834775386910359552.000000000 10000.000000000 -220736831963724128860877827876168901401938312559598257410750830493721862284972493408815547365150580782860116444721646874048943213658561420977148140617147171933669550773820719104.000000000 191163704031481962698067436862504660998672246707316352309061631864227915281315267588896347662164317144688716617710603599862325574123536056459323533894069689814578917549805666304.000000000        6.030642e+176
  725   -0.000000000 110368415981862064430438913938084450700969156279799128705375415246860931142486246704407773682575290391430058222360823437024471606829280710488574070308573585966834775386910359552.000000000 -110368415981862064430438913938084450700969156279799128705375415246860931142486246704407773682575290391430058222360823437024471606829280710488574070308573585966834775386910359552.000000000 -270346302874798051573635426607528767047101802426455337937256638480631821390659084798530505886702219244529824030272082979601728912917324123115377646044213228431239522666344873984.000000000 191163704031481962698067436862504660998672246707316352309061631864227915281315267588896347662164317144688716617710603599862325574123536056459323533894069689814578917549805666304.000000000 10000.000000000 382327408062963869159712441935054536865613147339859468746909284954497916803185877529822936930730255301368856936785492825713268229235883072815321374109393267022718074285063143424.000000000 -331105247945586108936683094129321174405310449727237532309305277579645922788291753641268683457328302692277310219128898750056340441971058571310733670407601588990844684938908794880.000000000        1.044538e+177
  72628118211215894977392565865673037386617935606989386978956879722328823984879196799189494004288149317857187005691459505594520051662846839373056303219880407274094592.000000000 -191163704031481934579856220967527268432806573669929734373454642477248958401592938764911468465365127650684428468392746412856634114617941536407660687054696633511359037142531571712.000000000 191163704031481934579856220967527268432806573669929734373454642477248958401592938764911468465365127650684428468392746412856634114617941536407660687054696633511359037142531571712.000000000 468253532217554215992312025985923943532593493599600675227359591463330247721502984278816383572315901754731323002850964788851880955730454609210374138373436440975361842370849013760.000000000 -331105247945586108936683094129321174405310449727237532309305277579645922788291753641268683457328302692277310219128898750056340441971058571310733670407601588990844684938908794880.000000000 10000.000000000 -662210495891172217873366188258642348810620899454475064618610555159291845576583507282537366914656605384554620438257797500112680883942117142621467340815203177981689369877817589760.000000000 573491112094445691266723799322672235034957028860242731377935969883831047685889500998794888608898624976036132807906810490547136505831446529016330673806597675321197589798498336768.000000000        1.809193e+177
  727   -0.000000000 331105247945586108936683094129321174405310449727237532309305277579645922788291753641268683457328302692277310219128898750056340441971058571310733670407601588990844684938908794880.000000000 -331105247945586108936683094129321174405310449727237532309305277579645922788291753641268683457328302692277310219128898750056340441971058571310733670407601588990844684938908794880.000000000 -811038908624393986011638984452721945746111369055046306198127979120021722893643281451682242479311520769563743194909105816771037981718405249036155857096401347474399285555390054400.000000000 573491112094445691266723799322672235034957028860242731377935969883831047685889500998794888608898624976036132807906810490547136505831446529016330673806597675321197589798498336768.000000000 10000.000000000 1146982224188891382533447598645344470069914057720485462755871939767662095371779001997589777217797249952072265615813620981094273011662893058032661347613195350642395179596996673536.000000000 -993315743836758101864359555228144382689005964882619653443059917643106113327096630331927016797591392124797625462843838754123489649868419553518898236507820316546775011558533627904.000000000        3.133614e+177
  728   -0.000000000 -573491112094445691266723799322672235034957028860242731377935969883831047685889500998794888608898624976036132807906810490547136505831446529016330673806597675321197589798498336768.000000000 573491112094445691266723799322672235034957028860242731377935969883831047685889500998794888608898624976036132807906810490547136505831446529016330673806597675321197589798498336768.000000000 1404760596652662310558401487218043119807392404350162610454794901746243260607841006948630600355357431336142511216738608122487345353124229587011168253047832647287446962225257906176.000000000 -993315743836758101864359555228144382689005964882619653443059917643106113327096630331927016797591392124797625462843838754123489649868419553518898236507820316546775011558533627904.000000000 10000.000000000 -1986631487673516203728719110456288765378011929765239306886119835286212226654193260663854033595182784249595250925687677508246979299736839107037796473015640633093550023117067255808.000000000 1720473336283336848854481670808197564577945702281635250648951994555661488019889872404505632252302358976074093229177573975595877841449583426635689246704808575537833726137302253568.000000000        5.427578e+177
  729   -0.000000000 993315743836758101864359555228144382689005964882619653443059917643106113327096630331927016797591392124797625462843838754123489649868419553518898236507820316546775011558533627904.000000000 -993315743836758101864359555228144382689005964882619653443059917643106113327096630331927016797591392124797625462843838754123489649868419553518898236507820316546775011558533627904.000000000 -2433116725873181508143537499038527556184483338566953031624672107168401858605372583171288660289147530404622619195641602458222050593065703426281862021859235141571679770149784649728.000000000 1720473336283336848854481670808197564577945702281635250648951994555661488019889872404505632252302358976074093229177573975595877841449583426635689246704808575537833726137302253568.000000000 10000.000000000 3440946672566673697708963341616395129155891404563270501297903989111322976039779744809011264504604717952148186458355147951191755682899166853271378493409617151075667452274604507136.000000000 -2979947231510273855701699211364794867013167126049673073359467922737655029905732629812022983243987144470324265999445801270279405597515746339730089160093492048788806948159215370240.000000000        9.400841e+177
  730   -0.000000000 -1720473336283336848854481670808197564577945702281635250648951994555661488019889872404505632252302358976074093229177573975595877841449583426635689246704808575537833726137302253568.000000000 1720473336283336848854481670808197564577945702281635250648951994555661488019889872404505632252302358976074093229177573975595877841449583426635689246704808575537833726137302253568.000000000 4214281789957986481783825007334491078368326444452301944394672875047066471747965759662133733917285262104358923261130109375370972707283176440206899209713529041010822800159388205056.000000000 -2979947231510273855701699211364794867013167126049673073359467922737655029905732629812022983243987144470324265999445801270279405597515746339730089160093492048788806948159215370240.000000000 10000.000000000 -5959894463020547711403398422729589734026334252099346146718935845475310059811465259624045966487974288940648531998891602540558811195031492679460178320186984097577613896318430740480.000000000 5161420008850010096672065558104954412679986338246719864977144153475321153984112356029758829608120045024153669298447006934696570172259237959080462190684456825761983091895521247232.000000000        1.628273e+178
  731   -0.000000000 2979947231510273855701699211364794867013167126049673073359467922737655029905732629812022983243987144470324265999445801270279405597515746339730089160093492048788806948159215370240.000000000 -2979947231510273855701699211364794867013167126049673073359467922737655029905732629812022983243987144470324265999445801270279405597515746339730089160093492048788806948159215370240.000000000 -7299350177619544074539233042795944387499599247102673207904304491313542265740560488330107913718655559309799247197839092382575088427107597958018980516147736523863521223932968435712.000000000 5161420008850010096672065558104954412679986338246719864977144153475321153984112356029758829608120045024153669298447006934696570172259237959080462190684456825761983091895521247232.000000000 10000.000000000 10322840017700020193344131116209908825359972676493439729954288306950642307968224712059517659216240090048307338596894013869393140344518475918160924381368913651523966183791042494464.000000000 -8939841694530821117213718179774746319985650609550833333108691938021301779641640628252310882583174401506904187609251688818747153440457726698363661930850507245514902757961260597248.000000000        2.820252e+178
  732   -0.000000000 -5161420008850010096672065558104954412679986338246719864977144153475321153984112356029758829608120045024153669298447006934696570172259237959080462190684456825761983091895521247232.000000000 5161420008850010096672065558104954412679986338246719864977144153475321153984112356029758829608120045024153669298447006934696570172259237959080462190684456825761983091895521247232.000000000 12642845369873957645785957204724920110889576258964162285305171304374546174941668234251368933156707658696802328227047468157748664713491480037314275431420711519626396054412622561280.000000000 -8939841694530821117213718179774746319985650609550833333108691938021301779641640628252310882583174401506904187609251688818747153440457726698363661930850507245514902757961260597248.000000000 10000.000000000 -17879683389061642234427436359549492639971301219101666666217383876042603559283281256504621765166348803013808375218503377637494306880915453396727323861701014491029805515922521194496.000000000 15484260026550027590667919948397033551716854403151044273113161479275983601498993500986728085931637943648049345560826730851543330404240639952281753275473557072176840756588250660864.000000000        4.884820e+178
  733   -0.000000000 8939841694530821117213718179774746319985650609550833333108691938021301779641640628252310882583174401506904187609251688818747153440457726698363661930850507245514902757961260597248.000000000 -8939841694530821117213718179774746319985650609550833333108691938021301779641640628252310882583174401506904187609251688818747153440457726698363661930850507245514902757961260597248.000000000 -21898050532858628624486663493830726914067991592522532527955218832407320316617223375520259203965670422696848858480831557210996758464606695307444097153003458364778418979667821199360.000000000 15484260026550027590667919948397033551716854403151044273113161479275983601498993500986728085931637943648049345560826730851543330404240639952281753275473557072176840756588250660864.000000000 10000.000000000 30968520053100055181335839896794067103433708806302088546226322958551967202997987001973456171863275887296098691121653461703086660808481279904563506550947114144353681513176501321728.000000000 -26819525083592457952944601087488579587310742605474269355689533851763945618018234750551835841964078821671889238158726486551148700096299032245171719199391894926326491235687155630080.000000000        8.460757e+178
  734   -0.000000000 -15484260026550027590667919948397033551716854403151044273113161479275983601498993500986728085931637943648049345560826730851543330404240639952281753275473557072176840756588250660864.000000000 15484260026550027590667919948397033551716854403151044273113161479275983601498993500986728085931637943648049345560826730851543330404240639952281753275473557072176840756588250660864.000000000 37928536109621865739095800345060547835807116479321512664400124630057025563616088523813977725089530465625309218455770964599788980507042242978717137503382632145254898778975699468288.000000000 -26819525083592457952944601087488579587310742605474269355689533851763945618018234750551835841964078821671889238158726486551148700096299032245171719199391894926326491235687155630080.000000000 10000.000000000 -53639050167184915905889202174977159174621485210948538711379067703527891236036469501103671683928157643343778476317452973102297400192598064490343438398783789852652982471374311260160.000000000 46452780079650075573741688576076888158288950911882158627824095154761337843288064324020055183414321320479050270457108752681172977579289722723619571035541168802906232885502583767040.000000000        1.465446e+179
  735   -0.000000000 26819525083592457952944601087488579587310742605474269355689533851763945618018234750551835841964078821671889238158726486551148700096299032245171719199391894926326491235687155630080.000000000 -26819525083592457952944601087488579587310742605474269355689533851763945618018234750551835841964078821671889238158726486551148700096299032245171719199391894926326491235687155630080.000000000 -65694151598575867877804812308706649500049944033640162105077183289555428546829379679210454925945529991927802159879066071949347741310239593089268069481811619060274533478348043059200.000000000 46452780079650075573741688576076888158288950911882158627824095154761337843288064324020055183414321320479050270457108752681172977579289722723619571035541168802906232885502583767040.000000000 10000.000000000 92905560159300136750959234613925351322854677228622368872617411743389449764158296290159852218067457620027905008463474625615431927891715051180787764489323332778563887002480831102976.000000000 -80458575250777348664916553820565995022916584774924398396764739064558691489823497625365055765560162678387825532687379420096346552571884406769225246830097426331294460862143878135808.000000000        2.538227e+179
  7367198262071269114212496861612297570974191515389283066612961208916178940129074380592510465097766225371439873457013633432197133225688790879502413624289384262168215552.000000000 -46452780079650068375479617306962675661427338614311184436308705871694724882079148145079926109033728810013952504231737312807715963945857525590393882244661666389281943501240415551488.000000000 46452780079650068375479617306962675661427338614311184436308705871694724882079148145079926109033728810013952504231737312807715963945857525590393882244661666389281943501240415551488.000000000 113785608328865561225977044689610581023113287950109667035623427474838011884803684676741287803365628844550438824240455694432081873353965743270022968555750384367643249415616257327104.000000000 -80458575250777348664916553820565995022916584774924398396764739064558691489823497625365055765560162678387825532687379420096346552571884406769225246830097426331294460862143878135808.000000000 10000.000000000 -160917150501554697329833107641131990045833169549848796793529478129117382979646995250730111531120325356775651065374758840192693105143768813538450493660194852662588921724287756271616.000000000 139358340238950183531652638113545389493697178950220630734379949765884335762610695898419391103959408898646564214019097618802776850937275985371504580361346491926972962350934742007808.000000000        4.396338e+179
  737   -0.000000000 80458575250777348664916553820565995022916584774924398396764739064558691489823497625365055765560162678387825532687379420096346552571884406769225246830097426331294460862143878135808.000000000 -80458575250777348664916553820565995022916584774924398396764739064558691489823497625365055765560162678387825532687379420096346552571884406769225246830097426331294460862143878135808.000000000 -197082454795727560443842009311434673518980158315494641166139214170266607873234641963990590331553034912992819882284969576607301142130125596468450075700157842699077864129471119884288.000000000 139358340238950183531652638113545389493697178950220630734379949765884335762610695898419391103959408898646564214019097618802776850937275985371504580361346491926972962350934742007808.000000000 10000.000000000 278716680477900367063305276227090778987394357900441261468759899531768671525221391796838782207918817797293128428038195237605553701874551970743009160722692983853945924701869484015616.000000000 -241375725752332031598225518923469560075026529729631246807263438627542848547052660518214909147919303014233281065611395380542125630448788826041224362908533274166634803817907297976320.000000000        7.614681e+179
  738   -0.000000000 -139358340238950183531652638113545389493697178950220630734379949765884335762610695898419391103959408898646564214019097618802776850937275985371504580361346491926972962350934742007808.000000000 139358340238950183531652638113545389493697178950220630734379949765884335762610695898419391103959408898646564214019097618802776850937275985371504580361346491926972962350934742007808.000000000 341356824986596654884882848992374893081893414660045104340808725292247583809575389314463347112574516491790925407819881323802417565528168441277166150503733143448432590709800099119104.000000000 -241375725752332031598225518923469560075026529729631246807263438627542848547052660518214909147919303014233281065611395380542125630448788826041224362908533274166634803817907297976320.000000000 10000.000000000 -482751451504664005610354467694025420175160161078694700082403762990552793404433991604908785700793865944745780001419819242096595151830120075016643215490030529024275292561717250228224.000000000 418075020716850493008861344187722468506198638470094098671016735033120103598160758263737140716833486612218910512254321337420674443744370379048708230757003456471924571978706880299008.000000000        1.318901e+180
  739-28793048285076456849987446449190283896766061557132266451844835664715760516297522370041860391064901485759493828054533728788532902755163518009654497157537048672862208.000000000 241375725752332002805177233847012710087580080539347350041201881495276396702216995802454392850396932972372890000709909621048297575915060037508321607745015264512137646280858625114112.000000000 -241375725752332002805177233847012710087580080539347350041201881495276396702216995802454392850396932972372890000709909621048297575915060037508321607745015264512137646280858625114112.000000000 -591247364387182652538477742857847170569494025756200026732356085378533371774868261176211254697136734697118068581953422970328075371856648000872447471936955518442736434851364686790656.000000000 418075020716850493008861344187722468506198638470094098671016735033120103598160758263737140716833486612218910512254321337420674443744370379048708230757003456471924571978706880299008.000000000 10000.000000000 836150041433701101189915828681272336962183073701323784406279698595306014575664175390516346623756453391879385284114585712816661105623655912229027482168078951561837774105608452046848.000000000 -724127177256996066001628271693951830237633139998609843655728758750362093796322316838884211146235539000839452131932700382132548836812637689590770333562081812845407253916673221066752.000000000        2.284404e+180
  740-57586096570152913699974892898380567793532123114264532903689671329431521032595044740083720782129802971518987656109067457577065805510327036019308994315074097345724416.000000000 -418075020716850550594957914340636168481091536850661892203139849297653007287832087695258173311878226695939692642057292856408330552811827956114513741084039475780918887052804226023424.000000000 418075020716850550594957914340636168481091536850661892203139849297653007287832087695258173311878226695939692642057292856408330552811827956114513741084039475780918887052804226023424.000000000 1024070474959789964654648546977124679245680243980135313022426175876742751428726167943390041337723549475372776223459643971407252696584505323831498451511199430345297772129400297357312.000000000 -724127177256996066001628271693951830237633139998609843655728758750362093796322316838884211146235539000839452131932700382132548836812637689590770333562081812845407253916673221066752.000000000 10000.000000000 -1448254354513992132003256543387903660475266279997219687311457517500724187592644633677768422292471078001678904263865400764265097673625275379181540667124163625690814507833346442133504.000000000 1254225062150551421440487462410253705543703017029714502480927090834827407104810945359690389555455719752935949406959992493274367222165653560080319181943974350106779400862023295172608.000000000        3.956704e+180
  741   -0.000000000 724127177256996066001628271693951830237633139998609843655728758750362093796322316838884211146235539000839452131932700382132548836812637689590770333562081812845407253916673221066752.000000000 -724127177256996066001628271693951830237633139998609843655728758750362093796322316838884211146235539000839452131932700382132548836812637689590770333562081812845407253916673221066752.000000000 -1773742093161547612098853807656059311859124686985193319004329570548402693186576806939507568521141763589029512967042439797058289461165198540222509353848650439474243414109509986025472.000000000 1254225062150551421440487462410253705543703017029714502480927090834827407104810945359690389555455719752935949406959992493274367222165653560080319181943974350106779400862023295172608.000000000 10000.000000000 2508450124301102842880974924820507411087406034059429004961854181669654814209621890719380779110911439505871898813919984986548734444331307120160638363887948700213558801724046590345216.000000000 -2172381531770987852488305394164373290863542029712422769774447590663888859250938973927526437868438176500193663616980272032471709856033167606377477938724029322682255871305435588853760.000000000        6.853213e+180
  742   -0.000000000 -1254225062150551421440487462410253705543703017029714502480927090834827407104810945359690389555455719752935949406959992493274367222165653560080319181943974350106779400862023295172608.000000000 1254225062150551421440487462410253705543703017029714502480927090834827407104810945359690389555455719752935949406959992493274367222165653560080319181943974350106779400862023295172608.000000000 3072211424879369548447366220013891837887683341656999177874539842043030832148150527241043928442902207923793635891561102800295821435348770509099662292571382175181927425943616817725440.000000000 -2172381531770987852488305394164373290863542029712422769774447590663888859250938973927526437868438176500193663616980272032471709856033167606377477938724029322682255871305435588853760.000000000 10000.000000000 -4344763063541975704976610788328746581727084059424845539548895181327777718501877947855052875736876353000387327233960544064943419712066335212754955877448058645364511742610871177707520.000000000 3762675186451653803632689826007451516831965864044601159185796358388218991797062200626902907906009238589041591182456205327921852793957300063714513463215634895848383681993291119722496.000000000        1.187011e+181
  743   -0.000000000 2172381531770987852488305394164373290863542029712422769774447590663888859250938973927526437868438176500193663616980272032471709856033167606377477938724029322682255871305435588853760.000000000 -2172381531770987852488305394164373290863542029712422769774447590663888859250938973927526437868438176500193663616980272032471709856033167606377477938724029322682255871305435588853760.000000000 -5321226279484642375607788861744868335778230873911037608756003797528944850042359785366354444803067370097322281862703547239273619510955935004141083978929663163950775721735751192281088.000000000 3762675186451653803632689826007451516831965864044601159185796358388218991797062200626902907906009238589041591182456205327921852793957300063714513463215634895848383681993291119722496.000000000 10000.000000000 7525350372903307607265379652014903033663931728089202318371592716776437983594124401253805815812018477178083182364912410655843705587914600127429026926431269791696767363986582239444992.000000000 -6517144595312962636087371060046500672992339715048183612809372943759140118718075650878242792084598688161048476774093271793612631823020181586079545650939511659102858572730749234970624.000000000        2.055964e+181
  744   -0.000000000 -3762675186451653803632689826007451516831965864044601159185796358388218991797062200626902907906009238589041591182456205327921852793957300063714513463215634895848383681993291119722496.000000000 3762675186451653803632689826007451516831965864044601159185796358388218991797062200626902907906009238589041591182456205327921852793957300063714513463215634895848383681993291119722496.000000000 9216634274638107263275780976371746714265620463837370488852664783780302807892339675366627003047632861762082136559411991945183717688427329677719654629865282062129918716052514155790336.000000000 -6517144595312962636087371060046500672992339715048183612809372943759140118718075650878242792084598688161048476774093271793612631823020181586079545650939511659102858572730749234970624.000000000 10000.000000000 -13034289190625925272174742120093001345984679430096367225618745887518280237436151301756485584169197376322096953548186543587225263646040363172159091301879023318205717145461498469941248.000000000 11288025559354960028831751794352425751098468031000176432786434332815867286839074695524203941436953953757826002432097299528061811764252918341564208141798040224129287484201537061781504.000000000        3.561034e+181
  745   -0.000000000 6517144595312962636087371060046500672992339715048183612809372943759140118718075650878242792084598688161048476774093271793612631823020181586079545650939511659102858572730749234970624.000000000 -6517144595312962636087371060046500672992339715048183612809372943759140118718075650878242792084598688161048476774093271793612631823020181586079545650939511659102858572730749234970624.000000000 -15963678838453926205445821462787985807736406247644028129754041564354308091092338085194726812888486268952434331511263097414018360787788483779370363771556413182908418124021696045252608.000000000 11288025559354960028831751794352425751098468031000176432786434332815867286839074695524203941436953953757826002432097299528061811764252918341564208141798040224129287484201537061781504.000000000 10000.000000000 22576051118709920057663503588704851502196936062000352865572868665631734573678149391048407882873907907515652004864194599056123623528505836683128416283596080448258574968403074123563008.000000000 -19551433785938884222751932690353025220583873648788212052372239518347314520015261869017382290170932699125015374014889638165627904488743259826027084291888229741532939553450017578549248.000000000        6.167892e+181
