# Giai phuong trinh vi phan
##################################################
     i             x             y
   167   8.350000000  -2023.161561720
   168   8.400000000  -2130.391526133
   169   8.450000000  -2243.160073098
   170   8.500000000  -2361.751311219
   171   8.550000000  -2486.463909669
   172   8.600000000  -2617.611844414
   173   8.650000000  -2755.525182691
   174   8.700000000  -2900.550907679
   175   8.750000000  -3053.053785447
   176   8.800000000  -3213.417276326
   177   8.850000000  -3382.044492988
   178   8.900000000  -3559.359207629
   179   8.950000000  -3745.806910770
   180   9.000000000  -3941.855924322
   181   9.050000000  -4147.998571693
   182   9.100000000  -4364.752407867
   183   9.150000000  -4592.661512521
   184   9.200000000  -4832.297849412
   185   9.250000000  -5084.262695445
   186   9.300000000  -5349.188142961
   187   9.350000000  -5627.738679038
   188   9.400000000  -5920.612845714
   189   9.450000000  -6228.544985306
   190   9.500000000  -6552.307075178
   191   9.550000000  -6892.710656531
   192   9.600000000  -7250.608862053
   193   9.650000000  -7626.898547484
   194   9.700000000  -8022.522532417
   195   9.750000000  -8438.471955954
   196   9.800000000  -8875.788753071
   197   9.850000000  -9335.568257916
   198   9.900000000  -9818.961940509
   199   9.950000000  -10327.180283710
   200  10.000000000  -10861.495807626
