# Bai toan truyen song 1D 
# Phuong phap sai phan huu han hien
# Ghi lai vi tri va bien do cua dinh song tai moi thoi diem
#

####################################################################################################
#           t (s)  x_dinh_song_num (m)       u_dinh_song_num (m)      x_dinh_song_anal (m)      u_dinh_song_anal (m)
   8.67000000e-02       3.02816901e-01            3.81849913e-01            6.83098592e-01           -3.94061518e-01
   8.68000000e-02       3.09859155e-01            3.88525176e-01            6.90140845e-01           -3.86349259e-01
   8.69000000e-02       3.16901408e-01            3.98113163e-01            6.97183099e-01           -3.78321791e-01
   8.70000000e-02       3.23943662e-01            4.04990015e-01            3.02816901e-01            3.76166657e-01
   8.71000000e-02       3.30985915e-01            4.13288831e-01            3.09859155e-01            3.83493847e-01
   8.72000000e-02       3.38028169e-01            4.21324687e-01            3.16901408e-01            3.90521440e-01
   8.73000000e-02       3.38028169e-01            4.29100921e-01            3.23943662e-01            3.97305533e-01
   8.74000000e-02       3.52112676e-01            4.36905132e-01            3.23943662e-01            4.05417907e-01
   8.75000000e-02       3.52112676e-01            4.45194306e-01            3.30985915e-01            4.14277769e-01
   8.76000000e-02       3.59154930e-01            4.53091591e-01            3.38028169e-01            4.22976601e-01
   8.77000000e-02       3.66197183e-01            4.61216646e-01            3.45070423e-01            4.31447907e-01
   8.78000000e-02       3.73239437e-01            4.68811519e-01            3.52112676e-01            4.39655995e-01
   8.79000000e-02       3.80281690e-01            4.77211652e-01            3.59154930e-01            4.47558961e-01
   8.80000000e-02       3.87323944e-01            4.84912472e-01            3.66197183e-01            4.55135643e-01
   8.81000000e-02       3.87323944e-01            4.92604041e-01            3.73239437e-01            4.62406197e-01
   8.82000000e-02       4.01408451e-01            5.00925606e-01            3.80281690e-01            4.69389561e-01
   8.83000000e-02       4.01408451e-01            5.08506484e-01            3.87323944e-01            4.76124745e-01
   8.84000000e-02       4.15492958e-01            5.16809103e-01            3.87323944e-01            4.84667570e-01
   8.85000000e-02       4.15492958e-01            5.23804796e-01            3.94366197e-01            4.93495199e-01
   8.86000000e-02       4.22535211e-01            5.33342893e-01            4.01408451e-01            5.02156702e-01
   8.87000000e-02       4.29577465e-01            5.40290332e-01            4.08450704e-01            5.10587604e-01
   8.88000000e-02       4.36619718e-01            5.48530444e-01            4.15492958e-01            5.18733633e-01
   8.89000000e-02       4.43661972e-01            5.56268063e-01            4.22535211e-01            5.26577395e-01
   8.90000000e-02       4.50704225e-01            5.63919998e-01            4.29577465e-01            5.34100722e-01
   8.91000000e-02       4.57746479e-01            5.72559397e-01            4.36619718e-01            5.41307727e-01
   8.92000000e-02       4.64788732e-01            5.80120248e-01            4.43661972e-01            5.48242698e-01
   8.93000000e-02       4.71830986e-01            5.88204888e-01            4.43661972e-01            5.54977700e-01
   8.94000000e-02       4.78873239e-01            5.95975695e-01            4.50704225e-01            5.63906185e-01
   8.95000000e-02       4.85915493e-01            6.04372582e-01            4.57746479e-01            5.72713213e-01
   8.96000000e-02       4.92957746e-01            6.11798479e-01            4.64788732e-01            5.81328800e-01
   8.97000000e-02       4.92957746e-01            6.20503073e-01            4.71830986e-01            5.89710598e-01
   8.98000000e-02       5.00000000e-01            6.28151223e-01            4.78873239e-01            5.97807343e-01
   8.99000000e-02       5.07042254e-01            6.36347324e-01            4.85915493e-01            6.05584008e-01
   9.00000000e-02       5.14084507e-01            6.44537587e-01            4.92957746e-01            6.13048256e-01
   9.01000000e-02       5.21126761e-01            6.51762052e-01            5.00000000e-01            6.20206763e-01
   9.02000000e-02       5.28169014e-01            6.60976371e-01            5.07042254e-01            6.27086490e-01
   9.03000000e-02       5.35211268e-01            6.68615318e-01            5.07042254e-01            6.34237586e-01
   9.04000000e-02       5.35211268e-01            6.75818317e-01            5.14084507e-01            6.43140868e-01
   9.05000000e-02       5.49295775e-01            6.83904351e-01            5.21126761e-01            6.51917482e-01
   9.06000000e-02       5.49295775e-01            6.91976300e-01            5.28169014e-01            6.60499661e-01
   9.07000000e-02       5.56338028e-01            7.00643344e-01            5.35211268e-01            6.68823183e-01
   9.08000000e-02       5.63380282e-01            7.07942962e-01            5.42253521e-01            6.76862846e-01
   9.09000000e-02       5.70422535e-01            7.16371081e-01            5.49295775e-01            6.84587165e-01
   9.10000000e-02       5.77464789e-01            7.24454796e-01            5.56338028e-01            6.91983931e-01
   9.11000000e-02       5.84507042e-01            7.31770738e-01            5.63380282e-01            6.99089171e-01
   9.12000000e-02       5.91549296e-01            7.39785321e-01            5.70422535e-01            7.05930987e-01
   9.13000000e-02       5.98591549e-01            7.47525608e-01            5.70422535e-01            7.13486811e-01
   9.14000000e-02       6.05633803e-01            7.55376411e-01            5.77464789e-01            7.22378883e-01
   9.15000000e-02       6.05633803e-01            7.63427955e-01            5.84507042e-01            7.31114680e-01
   9.16000000e-02       6.12676056e-01            7.71967436e-01            5.91549296e-01            7.39653451e-01
   9.17000000e-02       6.19718310e-01            7.79843439e-01            5.98591549e-01            7.47934423e-01
   9.18000000e-02       6.26760563e-01            7.87610948e-01            6.05633803e-01            7.55906112e-01
   9.19000000e-02       6.33802817e-01            7.95678133e-01            6.12676056e-01            7.63570700e-01
   9.20000000e-02       6.40845070e-01            8.02997474e-01            6.19718310e-01            7.70919060e-01
   9.21000000e-02       6.47887324e-01            8.11268274e-01            6.26760563e-01            7.77960158e-01
   9.22000000e-02       6.54929577e-01            8.19712556e-01            6.33802817e-01            7.84759571e-01
   9.23000000e-02       6.61971831e-01            8.26864732e-01            6.33802817e-01            7.92732988e-01
   9.24000000e-02       6.69014085e-01            8.35015726e-01            6.40845070e-01            8.01601573e-01
   9.25000000e-02       6.76056338e-01            8.43088427e-01            6.47887324e-01            8.10315816e-01
   9.26000000e-02       6.76056338e-01            8.51152268e-01            6.54929577e-01            8.18796746e-01
   9.27000000e-02       6.83098592e-01            8.59520633e-01            6.61971831e-01            8.27024426e-01
   9.28000000e-02       6.90140845e-01            8.66849271e-01            6.69014085e-01            8.34951313e-01
   9.29000000e-02       6.97183099e-01            8.75330367e-01            6.76056338e-01            8.42540084e-01
   9.30000000e-02       7.04225352e-01            8.83432069e-01            6.83098592e-01            8.49832511e-01
   9.31000000e-02       7.11267606e-01            8.90787646e-01            6.90140845e-01            8.56837876e-01
   9.32000000e-02       7.18309859e-01            8.99244758e-01            6.97183099e-01            8.63575937e-01
   9.33000000e-02       7.25352113e-01            9.07326374e-01            6.97183099e-01            8.71991873e-01
   9.34000000e-02       7.32394366e-01            9.14612353e-01            7.04225352e-01            8.80816208e-01
   9.35000000e-02       7.32394366e-01            9.22651547e-01            7.11267606e-01            8.89493977e-01
   9.36000000e-02       7.39436620e-01            9.30574764e-01            7.18309859e-01            8.97950926e-01
   9.37000000e-02       7.46478873e-01            9.39046627e-01            7.25352113e-01            9.06097836e-01
   9.38000000e-02       7.53521127e-01            9.47238578e-01            7.32394366e-01            9.13968267e-01
   9.39000000e-02       7.60563380e-01            9.55156525e-01            7.39436620e-01            9.21525241e-01
   9.40000000e-02       7.67605634e-01            9.63124795e-01            7.46478873e-01            9.28723905e-01
   9.41000000e-02       7.74647887e-01            9.70505900e-01            7.53521127e-01            9.35688258e-01
   9.42000000e-02       7.81690141e-01            9.77142121e-01            7.60563380e-01            9.42423960e-01
   9.43000000e-02       7.81690141e-01            9.82812828e-01            7.60563380e-01            9.51220123e-01
   9.44000000e-02       7.88732394e-01            9.85588561e-01            7.67605634e-01            9.60072961e-01
   9.45000000e-02       7.88732394e-01            9.83872959e-01            7.74647887e-01            9.68635351e-01
   9.46000000e-02       7.88732394e-01            9.78347170e-01            7.81690141e-01            9.77063071e-01
   9.47000000e-02       7.88732394e-01            9.67416375e-01            7.88732394e-01            9.85274950e-01
   9.48000000e-02       7.88732394e-01            9.50018167e-01            7.95774648e-01            9.92734236e-01
   9.49000000e-02       7.67605634e-01            9.35752544e-01            7.95774648e-01            9.95017831e-01
   9.50000000e-02       7.53521127e-01            9.34584551e-01            7.88732394e-01            9.86410340e-01
   9.51000000e-02       7.53521127e-01            9.30105520e-01            7.81690141e-01            9.77682083e-01
   9.52000000e-02       7.53521127e-01            9.20796441e-01            7.81690141e-01            9.69279609e-01
   9.53000000e-02       7.39436620e-01            9.05875960e-01            7.74647887e-01            9.62590181e-01
   9.54000000e-02       7.32394366e-01            9.00804747e-01            7.67605634e-01            9.55519006e-01
   9.55000000e-02       7.25352113e-01            8.95661148e-01            7.60563380e-01            9.48226567e-01
   9.56000000e-02       7.25352113e-01            8.86383743e-01            7.53521127e-01            9.40646080e-01
   9.57000000e-02       7.11267606e-01            8.75557655e-01            7.46478873e-01            9.32677460e-01
   9.58000000e-02       7.11267606e-01            8.71550590e-01            7.39436620e-01            9.24447999e-01
   9.59000000e-02       7.04225352e-01            8.62345024e-01            7.32394366e-01            9.15967266e-01
   9.60000000e-02       7.04225352e-01            8.52139920e-01            7.25352113e-01            9.07227197e-01
   9.61000000e-02       6.90140845e-01            8.45832514e-01            7.18309859e-01            8.98362108e-01
   9.62000000e-02       6.83098592e-01            8.38991735e-01            7.18309859e-01            8.90477611e-01
   9.63000000e-02       6.83098592e-01            8.28235057e-01            7.11267606e-01            8.83674001e-01
   9.64000000e-02       6.69014085e-01            8.22934983e-01            7.04225352e-01            8.76627263e-01
   9.65000000e-02       6.69014085e-01            8.14558991e-01            6.97183099e-01            8.69254890e-01
   9.66000000e-02       6.54929577e-01            8.05027696e-01            6.90140845e-01            8.61581950e-01
   9.67000000e-02       6.54929577e-01            7.98248615e-01            6.83098592e-01            8.53600602e-01
   9.68000000e-02       6.47887324e-01            7.90800161e-01            6.76056338e-01            8.45299430e-01
   9.69000000e-02       6.33802817e-01            7.81086632e-01            6.69014085e-01            8.36755718e-01
   9.70000000e-02       6.33802817e-01            7.75723055e-01            6.61971831e-01            8.28014398e-01
   9.71000000e-02       6.33802817e-01            7.65326906e-01            6.54929577e-01            8.19111088e-01
   9.72000000e-02       6.19718310e-01            7.59142598e-01            6.54929577e-01            8.11656550e-01
   9.73000000e-02       6.19718310e-01            7.50707339e-01            6.47887324e-01            8.04798419e-01
   9.74000000e-02       6.05633803e-01            7.41772080e-01            6.40845070e-01            7.97684612e-01
   9.75000000e-02       6.05633803e-01            7.34460339e-01            6.33802817e-01            7.90276072e-01
   9.76000000e-02       5.98591549e-01            7.25965447e-01            6.26760563e-01            7.82533055e-01
   9.77000000e-02       5.84507042e-01            7.18561589e-01            6.19718310e-01            7.74483847e-01
   9.78000000e-02       5.84507042e-01            7.10910077e-01            6.12676056e-01            7.66149473e-01
   9.79000000e-02       5.70422535e-01            7.02097238e-01            6.05633803e-01            7.57553615e-01
   9.80000000e-02       5.70422535e-01            6.95429955e-01            5.98591549e-01            7.48773465e-01
   9.81000000e-02       5.63380282e-01            6.85841644e-01            5.91549296e-01            7.39866047e-01
   9.82000000e-02       5.56338028e-01            6.79147220e-01            5.91549296e-01            7.32807998e-01
   9.83000000e-02       5.49295775e-01            6.70056641e-01            5.84507042e-01            7.25918386e-01
   9.84000000e-02       5.42253521e-01            6.62853449e-01            5.77464789e-01            7.18743849e-01
   9.85000000e-02       5.42253521e-01            6.54496078e-01            5.70422535e-01            7.11268937e-01
   9.86000000e-02       5.35211268e-01            6.46508254e-01            5.63380282e-01            7.03478880e-01
   9.87000000e-02       5.28169014e-01            6.39199946e-01            5.56338028e-01            6.95366184e-01
   9.88000000e-02       5.14084507e-01            6.30516851e-01            5.49295775e-01            6.86975942e-01
   9.89000000e-02       5.14084507e-01            6.23628505e-01            5.42253521e-01            6.78351116e-01
   9.90000000e-02       5.07042254e-01            6.14330839e-01            5.35211268e-01            6.69534966e-01
   9.91000000e-02       5.00000000e-01            6.07667741e-01            5.35211268e-01            6.60673674e-01
   9.92000000e-02       4.92957746e-01            5.98779023e-01            5.28169014e-01            6.53960007e-01
   9.93000000e-02       4.85915493e-01            5.91672119e-01            5.21126761e-01            6.47016495e-01
   9.94000000e-02       4.78873239e-01            5.83147368e-01            5.14084507e-01            6.39796713e-01
   9.95000000e-02       4.78873239e-01            5.75676397e-01            5.07042254e-01            6.32257277e-01
   9.96000000e-02       4.71830986e-01            5.67185188e-01            5.00000000e-01            6.24402504e-01
   9.97000000e-02       4.64788732e-01            5.59659287e-01            4.92957746e-01            6.16243441e-01
   9.98000000e-02       4.57746479e-01            5.51029152e-01            4.85915493e-01            6.07799425e-01
   9.99000000e-02       4.50704225e-01            5.43658594e-01            4.78873239e-01            5.99131926e-01
   1.00000000e-01       4.43661972e-01            5.35396195e-01            4.71830986e-01            5.90297603e-01
